shift_id,date_key,shift_date,station_id,staff_id,shift_type,scheduled_start,scheduled_end,planned_hours,actual_hours,shift_status,missed_coverage_flag
SH017355,20251013,2025-10-13,ST003,EMP0058,Day,09:00,17:00,8,8,Completed,N
SH017356,20251013,2025-10-13,ST003,EMP0008,Late,14:30,22:30,8,8,Completed,N
SH017357,20251013,2025-10-13,ST004,EMP0021,Early,05:30,13:30,8,8,Completed,N
SH017358,20251013,2025-10-13,ST004,EMP0020,Day,09:00,17:00,8,8,Completed,N
SH017359,20251013,2025-10-13,ST004,EMP0017,Late,14:30,22:30,8,8,Completed,N
SH017360,20251013,2025-10-13,ST005,EMP0035,Early,05:30,13:30,8,3.6,Partial,Y
SH017361,20251013,2025-10-13,ST005,EMP0040,Day,09:00,17:00,8,8,Completed,N
SH017362,20251013,2025-10-13,ST005,EMP0014,Late,14:30,22:30,8,8,Completed,N
SH017363,20251013,2025-10-13,ST006,EMP0016,Early,05:30,13:30,8,8,Completed,N
SH017364,20251013,2025-10-13,ST006,EMP0024,Day,09:00,17:00,8,8,Completed,N
SH017365,20251013,2025-10-13,ST006,EMP0063,Late,14:30,22:30,8,8,Completed,N
SH017366,20251013,2025-10-13,ST006,EMP0063,Night,22:00,06:00,8,8,Completed,N
SH017367,20251013,2025-10-13,ST007,EMP0046,Early,05:30,13:30,8,8,Completed,N
SH017368,20251013,2025-10-13,ST007,EMP0004,Day,09:00,17:00,8,8,Completed,N
SH017369,20251013,2025-10-13,ST007,EMP0004,Late,14:30,22:30,8,8,Completed,N
SH017370,20251013,2025-10-13,ST008,EMP0022,Early,05:30,13:30,8,0,Cancelled,Y
SH017371,20251013,2025-10-13,ST008,EMP0024,Day,09:00,17:00,8,8,Completed,N
SH017372,20251013,2025-10-13,ST008,EMP0033,Late,14:30,22:30,8,8,Completed,N
SH017373,20251013,2025-10-13,ST009,EMP0005,Early,05:30,13:30,8,8,Completed,N
SH017374,20251013,2025-10-13,ST009,EMP0037,Day,09:00,17:00,8,8,Completed,N
SH017375,20251013,2025-10-13,ST009,EMP0021,Late,14:30,22:30,8,8,Completed,N
SH017376,20251013,2025-10-13,ST010,EMP0011,Early,05:30,13:30,8,8,Completed,N
SH017377,20251013,2025-10-13,ST010,EMP0053,Day,09:00,17:00,8,8,Completed,N
SH017378,20251013,2025-10-13,ST010,EMP0011,Day,09:00,17:00,8,8,Completed,N
SH017379,20251013,2025-10-13,ST010,EMP0031,Late,14:30,22:30,8,8,Completed,N
SH017380,20251013,2025-10-13,ST010,EMP0057,Late,14:30,22:30,8,0,No Show,Y
SH017381,20251013,2025-10-13,ST010,EMP0027,Night,22:00,06:00,8,8,Completed,N
SH017382,20251013,2025-10-13,ST011,EMP0045,Early,05:30,13:30,8,8,Completed,N
SH017383,20251013,2025-10-13,ST011,EMP0006,Day,09:00,17:00,8,8,Completed,N
SH017384,20251013,2025-10-13,ST011,EMP0006,Late,14:30,22:30,8,8,Completed,N
SH017385,20251013,2025-10-13,ST012,EMP0015,Early,05:30,13:30,8,8,Completed,N
SH017386,20251013,2025-10-13,ST012,EMP0034,Day,09:00,17:00,8,8,Completed,N
SH017387,20251013,2025-10-13,ST012,EMP0059,Late,14:30,22:30,8,8,Completed,N
SH017388,20251013,2025-10-13,ST013,EMP0050,Early,05:30,13:30,8,8,Completed,N
SH017389,20251013,2025-10-13,ST013,EMP0016,Day,09:00,17:00,8,8,Completed,N
SH017390,20251013,2025-10-13,ST013,EMP0001,Late,14:30,22:30,8,4,Partial,Y
SH017391,20251013,2025-10-13,ST013,EMP0050,Night,22:00,06:00,8,8,Completed,N
SH017392,20251013,2025-10-13,ST014,EMP0001,Early,05:30,13:30,8,8,Completed,N
SH017393,20251013,2025-10-13,ST014,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH017394,20251013,2025-10-13,ST014,EMP0001,Late,14:30,22:30,8,8,Completed,N
SH017395,20251013,2025-10-13,ST015,EMP0026,Early,05:30,13:30,8,8,Completed,N
SH017396,20251013,2025-10-13,ST015,EMP0047,Day,09:00,17:00,8,8,Completed,N
SH017397,20251013,2025-10-13,ST015,EMP0044,Late,14:30,22:30,8,8,Completed,N
SH017398,20251013,2025-10-13,ST016,EMP0032,Early,05:30,13:30,8,8,Completed,N
SH017399,20251013,2025-10-13,ST016,EMP0010,Day,09:00,17:00,8,8,Completed,N
SH017400,20251013,2025-10-13,ST016,EMP0032,Late,14:30,22:30,8,8,Completed,N
SH017401,20251014,2025-10-14,ST001,EMP0057,Early,05:30,13:30,8,8,Completed,N
SH017402,20251014,2025-10-14,ST001,EMP0035,Day,09:00,17:00,8,8,Completed,N
SH017403,20251014,2025-10-14,ST001,EMP0035,Day,09:00,17:00,8,8,Completed,N
SH017404,20251014,2025-10-14,ST001,EMP0012,Late,14:30,22:30,8,8,Completed,N
SH017405,20251014,2025-10-14,ST001,EMP0040,Late,14:30,22:30,8,0,No Show,Y
SH017406,20251014,2025-10-14,ST001,EMP0035,Night,22:00,06:00,8,0,Cancelled,Y
SH017407,20251014,2025-10-14,ST002,EMP0064,Early,05:30,13:30,8,8,Completed,N
SH017408,20251014,2025-10-14,ST002,EMP0058,Day,09:00,17:00,8,8,Completed,N
SH017409,20251014,2025-10-14,ST002,EMP0004,Day,09:00,17:00,8,8,Completed,N
SH017410,20251014,2025-10-14,ST002,EMP0039,Late,14:30,22:30,8,8,Completed,N
SH017411,20251014,2025-10-14,ST002,EMP0010,Late,14:30,22:30,8,8,Completed,N
SH017412,20251014,2025-10-14,ST002,EMP0058,Night,22:00,06:00,8,8,Completed,N
SH017413,20251014,2025-10-14,ST003,EMP0008,Early,05:30,13:30,8,0,Cancelled,Y
SH017414,20251014,2025-10-14,ST003,EMP0058,Day,09:00,17:00,8,8,Completed,N
SH017415,20251014,2025-10-14,ST003,EMP0058,Late,14:30,22:30,8,8,Completed,N
SH017416,20251014,2025-10-14,ST003,EMP0061,Night,22:00,06:00,8,8,Completed,N
SH017417,20251014,2025-10-14,ST004,EMP0020,Early,05:30,13:30,8,8,Completed,N
SH017418,20251014,2025-10-14,ST004,EMP0060,Day,09:00,17:00,8,8,Completed,N
SH017419,20251014,2025-10-14,ST004,EMP0020,Late,14:30,22:30,8,8,Completed,N
SH017420,20251014,2025-10-14,ST005,EMP0032,Early,05:30,13:30,8,0,Cancelled,Y
SH017421,20251014,2025-10-14,ST005,EMP0062,Day,09:00,17:00,8,8,Completed,N
SH017422,20251014,2025-10-14,ST005,EMP0015,Late,14:30,22:30,8,6.4,Partial,Y
SH017423,20251014,2025-10-14,ST006,EMP0009,Early,05:30,13:30,8,4.7,Partial,Y
SH017424,20251014,2025-10-14,ST006,EMP0009,Day,09:00,17:00,8,8,Completed,N
SH017425,20251014,2025-10-14,ST006,EMP0016,Late,14:30,22:30,8,5.9,Partial,Y
SH017426,20251014,2025-10-14,ST006,EMP0009,Night,22:00,06:00,8,8,Completed,N
SH017427,20251014,2025-10-14,ST007,EMP0004,Early,05:30,13:30,8,8,Completed,N
SH017428,20251014,2025-10-14,ST007,EMP0004,Day,09:00,17:00,8,8,Completed,N
SH017429,20251014,2025-10-14,ST007,EMP0003,Late,14:30,22:30,8,8,Completed,N
SH017430,20251014,2025-10-14,ST008,EMP0026,Early,05:30,13:30,8,8,Completed,N
SH017431,20251014,2025-10-14,ST008,EMP0049,Day,09:00,17:00,8,8,Completed,N
SH017432,20251014,2025-10-14,ST008,EMP0026,Late,14:30,22:30,8,8,Completed,N
SH017433,20251014,2025-10-14,ST009,EMP0051,Early,05:30,13:30,8,8,Completed,N
SH017434,20251014,2025-10-14,ST009,EMP0021,Day,09:00,17:00,8,8,Completed,N
SH017435,20251014,2025-10-14,ST009,EMP0051,Late,14:30,22:30,8,5.1,Partial,Y
SH017436,20251014,2025-10-14,ST010,EMP0061,Early,05:30,13:30,8,8,Completed,N
SH017437,20251014,2025-10-14,ST010,EMP0011,Day,09:00,17:00,8,8,Completed,N
SH017438,20251014,2025-10-14,ST010,EMP0031,Day,09:00,17:00,8,8,Completed,N
SH017439,20251014,2025-10-14,ST010,EMP0061,Late,14:30,22:30,8,0,Cancelled,Y
SH017440,20251014,2025-10-14,ST010,EMP0031,Late,14:30,22:30,8,8,Completed,N
SH017441,20251014,2025-10-14,ST010,EMP0031,Night,22:00,06:00,8,8,Completed,N
SH017442,20251014,2025-10-14,ST011,EMP0005,Early,05:30,13:30,8,8,Completed,N
SH017443,20251014,2025-10-14,ST011,EMP0056,Day,09:00,17:00,8,8,Completed,N
SH017444,20251014,2025-10-14,ST011,EMP0060,Late,14:30,22:30,8,8,Completed,N
SH017445,20251014,2025-10-14,ST011,EMP0006,Night,22:00,06:00,8,8,Completed,N
SH017446,20251014,2025-10-14,ST012,EMP0059,Early,05:30,13:30,8,8,Completed,N
SH017447,20251014,2025-10-14,ST012,EMP0029,Day,09:00,17:00,8,8,Completed,N
SH017448,20251014,2025-10-14,ST012,EMP0029,Late,14:30,22:30,8,0,Cancelled,Y
SH017449,20251014,2025-10-14,ST013,EMP0059,Early,05:30,13:30,8,8,Completed,N
SH017450,20251014,2025-10-14,ST013,EMP0050,Day,09:00,17:00,8,4.6,Partial,Y
SH017451,20251014,2025-10-14,ST013,EMP0002,Late,14:30,22:30,8,8,Completed,N
SH017452,20251014,2025-10-14,ST014,EMP0013,Early,05:30,13:30,8,8,Completed,N
SH017453,20251014,2025-10-14,ST014,EMP0001,Day,09:00,17:00,8,8,Completed,N
SH017454,20251014,2025-10-14,ST014,EMP0019,Late,14:30,22:30,8,8,Completed,N
SH017455,20251014,2025-10-14,ST015,EMP0018,Early,05:30,13:30,8,8,Completed,N
SH017456,20251014,2025-10-14,ST015,EMP0012,Day,09:00,17:00,8,8,Completed,N
SH017457,20251014,2025-10-14,ST015,EMP0030,Late,14:30,22:30,8,8,Completed,N
SH017458,20251014,2025-10-14,ST016,EMP0052,Early,05:30,13:30,8,8,Completed,N
SH017459,20251014,2025-10-14,ST016,EMP0011,Day,09:00,17:00,8,8,Completed,N
SH017460,20251014,2025-10-14,ST016,EMP0011,Late,14:30,22:30,8,8,Completed,N
SH017461,20251014,2025-10-14,ST016,EMP0010,Night,22:00,06:00,8,8,Completed,N
SH017462,20251015,2025-10-15,ST001,EMP0062,Early,05:30,13:30,8,8,Completed,N
SH017463,20251015,2025-10-15,ST001,EMP0047,Day,09:00,17:00,8,8,Completed,N
SH017464,20251015,2025-10-15,ST001,EMP0062,Day,09:00,17:00,8,8,Completed,N
SH017465,20251015,2025-10-15,ST001,EMP0035,Late,14:30,22:30,8,8,Completed,N
SH017466,20251015,2025-10-15,ST001,EMP0012,Late,14:30,22:30,8,8,Completed,N
SH017467,20251015,2025-10-15,ST001,EMP0057,Night,22:00,06:00,8,8,Completed,N
SH017468,20251015,2025-10-15,ST002,EMP0063,Early,05:30,13:30,8,8,Completed,N
SH017469,20251015,2025-10-15,ST002,EMP0058,Day,09:00,17:00,8,8,Completed,N
SH017470,20251015,2025-10-15,ST002,EMP0064,Day,09:00,17:00,8,8,Completed,N
SH017471,20251015,2025-10-15,ST002,EMP0036,Late,14:30,22:30,8,8,Completed,N
SH017472,20251015,2025-10-15,ST002,EMP0063,Late,14:30,22:30,8,8,Completed,N
SH017473,20251015,2025-10-15,ST002,EMP0009,Night,22:00,06:00,8,8,Completed,N
SH017474,20251015,2025-10-15,ST003,EMP0051,Early,05:30,13:30,8,5.8,Partial,Y
SH017475,20251015,2025-10-15,ST003,EMP0058,Day,09:00,17:00,8,8,Completed,N
SH017476,20251015,2025-10-15,ST003,EMP0043,Late,14:30,22:30,8,8,Completed,N
SH017477,20251015,2025-10-15,ST004,EMP0021,Early,05:30,13:30,8,8,Completed,N
SH017478,20251015,2025-10-15,ST004,EMP0060,Day,09:00,17:00,8,8,Completed,N
SH017479,20251015,2025-10-15,ST004,EMP0017,Late,14:30,22:30,8,8,Completed,N
SH017480,20251015,2025-10-15,ST004,EMP0021,Night,22:00,06:00,8,8,Completed,N
SH017481,20251015,2025-10-15,ST005,EMP0014,Early,05:30,13:30,8,8,Completed,N
SH017482,20251015,2025-10-15,ST005,EMP0040,Day,09:00,17:00,8,8,Completed,N
SH017483,20251015,2025-10-15,ST005,EMP0040,Late,14:30,22:30,8,8,Completed,N
SH017484,20251015,2025-10-15,ST006,EMP0064,Early,05:30,13:30,8,8,Completed,N
SH017485,20251015,2025-10-15,ST006,EMP0063,Day,09:00,17:00,8,5.8,Partial,Y
SH017486,20251015,2025-10-15,ST006,EMP0013,Late,14:30,22:30,8,8,Completed,N
SH017487,20251015,2025-10-15,ST006,EMP0024,Night,22:00,06:00,8,0,Cancelled,Y
SH017488,20251015,2025-10-15,ST007,EMP0004,Early,05:30,13:30,8,8,Completed,N
SH017489,20251015,2025-10-15,ST007,EMP0018,Day,09:00,17:00,8,6.4,Partial,Y
SH017490,20251015,2025-10-15,ST007,EMP0046,Late,14:30,22:30,8,8,Completed,N
SH017491,20251015,2025-10-15,ST007,EMP0007,Night,22:00,06:00,8,8,Completed,N
SH017492,20251015,2025-10-15,ST008,EMP0033,Early,05:30,13:30,8,8,Completed,N
SH017493,20251015,2025-10-15,ST008,EMP0048,Day,09:00,17:00,8,8,Completed,N
SH017494,20251015,2025-10-15,ST008,EMP0048,Late,14:30,22:30,8,8,Completed,N
SH017495,20251015,2025-10-15,ST009,EMP0030,Early,05:30,13:30,8,8,Completed,N
SH017496,20251015,2025-10-15,ST009,EMP0008,Day,09:00,17:00,8,0,Cancelled,Y
SH017497,20251015,2025-10-15,ST009,EMP0005,Late,14:30,22:30,8,8,Completed,N
SH017498,20251015,2025-10-15,ST009,EMP0021,Night,22:00,06:00,8,8,Completed,N
SH017499,20251015,2025-10-15,ST010,EMP0019,Early,05:30,13:30,8,8,Completed,N
SH017500,20251015,2025-10-15,ST010,EMP0031,Day,09:00,17:00,8,8,Completed,N
SH017501,20251015,2025-10-15,ST010,EMP0011,Day,09:00,17:00,8,8,Completed,N
SH017502,20251015,2025-10-15,ST010,EMP0019,Late,14:30,22:30,8,8,Completed,N
SH017503,20251015,2025-10-15,ST010,EMP0057,Late,14:30,22:30,8,6.3,Partial,Y
SH017504,20251015,2025-10-15,ST010,EMP0027,Night,22:00,06:00,8,8,Completed,N
SH017505,20251015,2025-10-15,ST011,EMP0054,Early,05:30,13:30,8,8,Completed,N
SH017506,20251015,2025-10-15,ST011,EMP0006,Day,09:00,17:00,8,0,Cancelled,Y
SH017507,20251015,2025-10-15,ST011,EMP0041,Late,14:30,22:30,8,5.6,Partial,Y
SH017508,20251015,2025-10-15,ST012,EMP0034,Early,05:30,13:30,8,8,Completed,N
SH017509,20251015,2025-10-15,ST012,EMP0034,Day,09:00,17:00,8,8,Completed,N
SH017510,20251015,2025-10-15,ST012,EMP0050,Late,14:30,22:30,8,8,Completed,N
SH017511,20251015,2025-10-15,ST012,EMP0046,Night,22:00,06:00,8,8,Completed,N
SH017512,20251015,2025-10-15,ST013,EMP0034,Early,05:30,13:30,8,8,Completed,N
SH017513,20251015,2025-10-15,ST013,EMP0016,Day,09:00,17:00,8,8,Completed,N
SH017514,20251015,2025-10-15,ST013,EMP0052,Late,14:30,22:30,8,0,Cancelled,Y
SH017515,20251015,2025-10-15,ST014,EMP0019,Early,05:30,13:30,8,8,Completed,N
SH017516,20251015,2025-10-15,ST014,EMP0002,Day,09:00,17:00,8,8,Completed,N
SH017517,20251015,2025-10-15,ST014,EMP0019,Late,14:30,22:30,8,8,Completed,N
SH017518,20251015,2025-10-15,ST014,EMP0002,Night,22:00,06:00,8,8,Completed,N
SH017519,20251015,2025-10-15,ST015,EMP0044,Early,05:30,13:30,8,8,Completed,N
SH017520,20251015,2025-10-15,ST015,EMP0018,Day,09:00,17:00,8,3.8,Partial,Y
SH017521,20251015,2025-10-15,ST015,EMP0018,Late,14:30,22:30,8,8,Completed,N
SH017522,20251015,2025-10-15,ST016,EMP0032,Early,05:30,13:30,8,8,Completed,N
SH017523,20251015,2025-10-15,ST016,EMP0011,Day,09:00,17:00,8,8,Completed,N
SH017524,20251015,2025-10-15,ST016,EMP0032,Late,14:30,22:30,8,8,Completed,N
SH017525,20251015,2025-10-15,ST016,EMP0032,Night,22:00,06:00,8,8,Completed,N
SH017526,20251016,2025-10-16,ST001,EMP0047,Early,05:30,13:30,8,3.2,Partial,Y
SH017527,20251016,2025-10-16,ST001,EMP0035,Day,09:00,17:00,8,8,Completed,N
SH017528,20251016,2025-10-16,ST001,EMP0040,Day,09:00,17:00,8,0,Cancelled,Y
SH017529,20251016,2025-10-16,ST001,EMP0035,Late,14:30,22:30,8,8,Completed,N
SH017530,20251016,2025-10-16,ST001,EMP0047,Late,14:30,22:30,8,8,Completed,N
SH017531,20251016,2025-10-16,ST001,EMP0062,Night,22:00,06:00,8,8,Completed,N
SH017532,20251016,2025-10-16,ST002,EMP0009,Early,05:30,13:30,8,8,Completed,N
SH017533,20251016,2025-10-16,ST002,EMP0010,Day,09:00,17:00,8,8,Completed,N
SH017534,20251016,2025-10-16,ST002,EMP0009,Day,09:00,17:00,8,8,Completed,N
SH017535,20251016,2025-10-16,ST002,EMP0064,Late,14:30,22:30,8,8,Completed,N
SH017536,20251016,2025-10-16,ST002,EMP0036,Late,14:30,22:30,8,5.7,Partial,Y
SH017537,20251016,2025-10-16,ST002,EMP0010,Night,22:00,06:00,8,8,Completed,N
SH017538,20251016,2025-10-16,ST003,EMP0055,Early,05:30,13:30,8,8,Completed,N
SH017539,20251016,2025-10-16,ST003,EMP0006,Day,09:00,17:00,8,8,Completed,N
SH017540,20251016,2025-10-16,ST003,EMP0061,Late,14:30,22:30,8,8,Completed,N
SH017541,20251016,2025-10-16,ST004,EMP0017,Early,05:30,13:30,8,8,Completed,N
SH017542,20251016,2025-10-16,ST004,EMP0060,Day,09:00,17:00,8,8,Completed,N
SH017543,20251016,2025-10-16,ST004,EMP0025,Late,14:30,22:30,8,8,Completed,N
SH017544,20251016,2025-10-16,ST005,EMP0039,Early,05:30,13:30,8,8,Completed,N
SH017545,20251016,2025-10-16,ST005,EMP0062,Day,09:00,17:00,8,8,Completed,N
SH017546,20251016,2025-10-16,ST005,EMP0062,Late,14:30,22:30,8,8,Completed,N
SH017547,20251016,2025-10-16,ST005,EMP0035,Night,22:00,06:00,8,8,Completed,N
SH017548,20251016,2025-10-16,ST006,EMP0064,Early,05:30,13:30,8,8,Completed,N
SH017549,20251016,2025-10-16,ST006,EMP0044,Day,09:00,17:00,8,8,Completed,N
SH017550,20251016,2025-10-16,ST006,EMP0009,Late,14:30,22:30,8,8,Completed,N
SH017551,20251016,2025-10-16,ST006,EMP0016,Night,22:00,06:00,8,8,Completed,N
SH017552,20251016,2025-10-16,ST007,EMP0046,Early,05:30,13:30,8,8,Completed,N
SH017553,20251016,2025-10-16,ST007,EMP0018,Day,09:00,17:00,8,8,Completed,N
SH017554,20251016,2025-10-16,ST007,EMP0018,Late,14:30,22:30,8,4.5,Partial,Y
SH017555,20251016,2025-10-16,ST008,EMP0022,Early,05:30,13:30,8,8,Completed,N
SH017556,20251016,2025-10-16,ST008,EMP0048,Day,09:00,17:00,8,8,Completed,N
SH017557,20251016,2025-10-16,ST008,EMP0033,Late,14:30,22:30,8,8,Completed,N
SH017558,20251016,2025-10-16,ST009,EMP0003,Early,05:30,13:30,8,8,Completed,N
SH017559,20251016,2025-10-16,ST009,EMP0021,Day,09:00,17:00,8,8,Completed,N
SH017560,20251016,2025-10-16,ST009,EMP0036,Late,14:30,22:30,8,8,Completed,N
SH017561,20251016,2025-10-16,ST010,EMP0061,Early,05:30,13:30,8,8,Completed,N
SH017562,20251016,2025-10-16,ST010,EMP0042,Day,09:00,17:00,8,8,Completed,N
SH017563,20251016,2025-10-16,ST010,EMP0061,Day,09:00,17:00,8,8,Completed,N
SH017564,20251016,2025-10-16,ST010,EMP0011,Late,14:30,22:30,8,8,Completed,N
SH017565,20251016,2025-10-16,ST010,EMP0057,Late,14:30,22:30,8,8,Completed,N
SH017566,20251016,2025-10-16,ST010,EMP0061,Night,22:00,06:00,8,8,Completed,N
SH017567,20251016,2025-10-16,ST011,EMP0045,Early,05:30,13:30,8,8,Completed,N
SH017568,20251016,2025-10-16,ST011,EMP0060,Day,09:00,17:00,8,8,Completed,N
SH017569,20251016,2025-10-16,ST011,EMP0056,Late,14:30,22:30,8,8,Completed,N
SH017570,20251016,2025-10-16,ST012,EMP0015,Early,05:30,13:30,8,0,Cancelled,Y
SH017571,20251016,2025-10-16,ST012,EMP0023,Day,09:00,17:00,8,8,Completed,N
SH017572,20251016,2025-10-16,ST012,EMP0007,Late,14:30,22:30,8,8,Completed,N
SH017573,20251016,2025-10-16,ST013,EMP0052,Early,05:30,13:30,8,8,Completed,N
SH017574,20251016,2025-10-16,ST013,EMP0052,Day,09:00,17:00,8,8,Completed,N
SH017575,20251016,2025-10-16,ST013,EMP0050,Late,14:30,22:30,8,6.4,Partial,Y
SH017576,20251016,2025-10-16,ST014,EMP0031,Early,05:30,13:30,8,4.5,Partial,Y
SH017577,20251016,2025-10-16,ST014,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH017578,20251016,2025-10-16,ST014,EMP0038,Late,14:30,22:30,8,8,Completed,N
SH017579,20251016,2025-10-16,ST014,EMP0001,Night,22:00,06:00,8,8,Completed,N
SH017580,20251016,2025-10-16,ST015,EMP0018,Early,05:30,13:30,8,8,Completed,N
SH017581,20251016,2025-10-16,ST015,EMP0047,Day,09:00,17:00,8,8,Completed,N
SH017582,20251016,2025-10-16,ST015,EMP0030,Late,14:30,22:30,8,8,Completed,N
SH017583,20251016,2025-10-16,ST016,EMP0052,Early,05:30,13:30,8,8,Completed,N
SH017584,20251016,2025-10-16,ST016,EMP0052,Day,09:00,17:00,8,8,Completed,N
SH017585,20251016,2025-10-16,ST016,EMP0032,Late,14:30,22:30,8,8,Completed,N
SH017586,20251017,2025-10-17,ST001,EMP0035,Early,05:30,13:30,8,8,Completed,N
SH017587,20251017,2025-10-17,ST001,EMP0040,Day,09:00,17:00,8,8,Completed,N
SH017588,20251017,2025-10-17,ST001,EMP0028,Day,09:00,17:00,8,8,Completed,N
SH017589,20251017,2025-10-17,ST001,EMP0062,Late,14:30,22:30,8,0,Cancelled,Y
SH017590,20251017,2025-10-17,ST001,EMP0028,Late,14:30,22:30,8,8,Completed,N
SH017591,20251017,2025-10-17,ST001,EMP0047,Night,22:00,06:00,8,8,Completed,N
SH017592,20251017,2025-10-17,ST002,EMP0009,Early,05:30,13:30,8,8,Completed,N
SH017593,20251017,2025-10-17,ST002,EMP0009,Day,09:00,17:00,8,8,Completed,N
SH017594,20251017,2025-10-17,ST002,EMP0036,Day,09:00,17:00,8,6.1,Partial,Y
SH017595,20251017,2025-10-17,ST002,EMP0004,Late,14:30,22:30,8,8,Completed,N
SH017596,20251017,2025-10-17,ST002,EMP0036,Late,14:30,22:30,8,8,Completed,N
SH017597,20251017,2025-10-17,ST002,EMP0009,Night,22:00,06:00,8,8,Completed,N
SH017598,20251017,2025-10-17,ST003,EMP0055,Early,05:30,13:30,8,0,Cancelled,Y
SH017599,20251017,2025-10-17,ST003,EMP0058,Day,09:00,17:00,8,8,Completed,N
SH017600,20251017,2025-10-17,ST003,EMP0051,Late,14:30,22:30,8,8,Completed,N
SH017601,20251017,2025-10-17,ST004,EMP0017,Early,05:30,13:30,8,8,Completed,N
SH017602,20251017,2025-10-17,ST004,EMP0020,Day,09:00,17:00,8,8,Completed,N
SH017603,20251017,2025-10-17,ST004,EMP0020,Late,14:30,22:30,8,8,Completed,N
SH017604,20251017,2025-10-17,ST005,EMP0035,Early,05:30,13:30,8,8,Completed,N
SH017605,20251017,2025-10-17,ST005,EMP0062,Day,09:00,17:00,8,8,Completed,N
SH017606,20251017,2025-10-17,ST005,EMP0014,Late,14:30,22:30,8,8,Completed,N
SH017607,20251017,2025-10-17,ST006,EMP0024,Early,05:30,13:30,8,8,Completed,N
SH017608,20251017,2025-10-17,ST006,EMP0022,Day,09:00,17:00,8,8,Completed,N
SH017609,20251017,2025-10-17,ST006,EMP0022,Late,14:30,22:30,8,8,Completed,N
SH017610,20251017,2025-10-17,ST006,EMP0064,Night,22:00,06:00,8,8,Completed,N
SH017611,20251017,2025-10-17,ST007,EMP0004,Early,05:30,13:30,8,8,Completed,N
SH017612,20251017,2025-10-17,ST007,EMP0033,Day,09:00,17:00,8,8,Completed,N
SH017613,20251017,2025-10-17,ST007,EMP0033,Late,14:30,22:30,8,0,No Show,Y
SH017614,20251017,2025-10-17,ST008,EMP0043,Early,05:30,13:30,8,8,Completed,N
SH017615,20251017,2025-10-17,ST008,EMP0023,Day,09:00,17:00,8,8,Completed,N
SH017616,20251017,2025-10-17,ST008,EMP0043,Late,14:30,22:30,8,8,Completed,N
SH017617,20251017,2025-10-17,ST009,EMP0055,Early,05:30,13:30,8,8,Completed,N
SH017618,20251017,2025-10-17,ST009,EMP0021,Day,09:00,17:00,8,8,Completed,N
SH017619,20251017,2025-10-17,ST009,EMP0051,Late,14:30,22:30,8,8,Completed,N
SH017620,20251017,2025-10-17,ST010,EMP0042,Early,05:30,13:30,8,8,Completed,N
SH017621,20251017,2025-10-17,ST010,EMP0061,Day,09:00,17:00,8,8,Completed,N
SH017622,20251017,2025-10-17,ST010,EMP0019,Day,09:00,17:00,8,8,Completed,N
SH017623,20251017,2025-10-17,ST010,EMP0061,Late,14:30,22:30,8,8,Completed,N
SH017624,20251017,2025-10-17,ST010,EMP0061,Late,14:30,22:30,8,8,Completed,N
SH017625,20251017,2025-10-17,ST010,EMP0019,Night,22:00,06:00,8,8,Completed,N
SH017626,20251017,2025-10-17,ST011,EMP0060,Early,05:30,13:30,8,8,Completed,N
SH017627,20251017,2025-10-17,ST011,EMP0056,Day,09:00,17:00,8,8,Completed,N
SH017628,20251017,2025-10-17,ST011,EMP0041,Late,14:30,22:30,8,8,Completed,N
SH017629,20251017,2025-10-17,ST012,EMP0029,Early,05:30,13:30,8,5.2,Partial,Y
SH017630,20251017,2025-10-17,ST012,EMP0017,Day,09:00,17:00,8,8,Completed,N
SH017631,20251017,2025-10-17,ST012,EMP0056,Late,14:30,22:30,8,8,Completed,N
SH017632,20251017,2025-10-17,ST012,EMP0046,Night,22:00,06:00,8,8,Completed,N
SH017633,20251017,2025-10-17,ST013,EMP0002,Early,05:30,13:30,8,8,Completed,N
SH017634,20251017,2025-10-17,ST013,EMP0059,Day,09:00,17:00,8,8,Completed,N
SH017635,20251017,2025-10-17,ST013,EMP0002,Late,14:30,22:30,8,8,Completed,N
SH017636,20251017,2025-10-17,ST014,EMP0038,Early,05:30,13:30,8,8,Completed,N
SH017637,20251017,2025-10-17,ST014,EMP0019,Day,09:00,17:00,8,0,No Show,Y
SH017638,20251017,2025-10-17,ST014,EMP0002,Late,14:30,22:30,8,8,Completed,N
SH017639,20251017,2025-10-17,ST015,EMP0026,Early,05:30,13:30,8,8,Completed,N
SH017640,20251017,2025-10-17,ST015,EMP0047,Day,09:00,17:00,8,4.4,Partial,Y
SH017641,20251017,2025-10-17,ST015,EMP0044,Late,14:30,22:30,8,8,Completed,N
SH017642,20251017,2025-10-17,ST016,EMP0010,Early,05:30,13:30,8,8,Completed,N
SH017643,20251017,2025-10-17,ST016,EMP0032,Day,09:00,17:00,8,8,Completed,N
SH017644,20251017,2025-10-17,ST016,EMP0052,Late,14:30,22:30,8,8,Completed,N
SH017645,20251018,2025-10-18,ST001,EMP0035,Early,05:30,13:30,8,8,Completed,N
SH017646,20251018,2025-10-18,ST001,EMP0057,Day,09:00,17:00,8,8,Completed,N
SH017647,20251018,2025-10-18,ST001,EMP0062,Day,09:00,17:00,8,0,Cancelled,Y
SH017648,20251018,2025-10-18,ST001,EMP0028,Late,14:30,22:30,8,8,Completed,N
