support_case_id,date_key,station_id,opened_at,closed_at,case_category,case_status,priority,channel,handling_hours,sla_target_hours,sla_breached_flag,repeat_contact_flag
CASE001234,20250902,ST003,2025-09-02 22:18:00,2025-09-07 07:18:00,Delay Compensation,Resolved,High,Email,105,96,Y,N
CASE001235,20250902,ST003,2025-09-02 19:11:00,,Ticketing / Refund,Escalated,Medium,Email,,48,N,N
CASE001236,20250903,ST005,2025-09-03 08:47:00,2025-09-07 05:47:00,Ticketing / Refund,Resolved,Medium,Contact Centre,93,48,Y,N
CASE001237,20250903,ST004,2025-09-03 15:31:00,2025-09-07 17:31:00,Lost Property,Resolved,Medium,Station Desk,98,72,Y,N
CASE001238,20250903,ST002,2025-09-03 09:19:00,2025-09-04 22:19:00,Delay Compensation,Resolved,High,Station Desk,37,96,N,N
CASE001239,20250903,ST004,2025-09-03 22:31:00,2025-09-04 01:31:00,Accessibility Assistance,Resolved,Medium,Web Form,3,12,N,N
CASE001240,20250903,ST008,2025-09-03 13:00:00,2025-09-04 00:00:00,Information Request,Resolved,Medium,Web Form,11,24,N,N
CASE001241,20250903,ST014,2025-09-03 20:15:00,2025-09-05 08:15:00,Information Request,Resolved,Medium,Web Form,36,24,Y,N
CASE001242,20250904,ST002,2025-09-04 20:30:00,2025-09-05 05:30:00,Delay Compensation,Resolved,Medium,Station Desk,9,96,N,N
CASE001243,20250904,ST001,2025-09-04 11:12:00,,Lost Property,Pending Customer,Low,Web Form,,72,N,N
CASE001244,20250904,ST006,2025-09-04 19:14:00,2025-09-05 10:14:00,Accessibility Assistance,Resolved,Low,Contact Centre,15,12,Y,N
CASE001245,20250904,ST006,2025-09-04 08:58:00,,Ticketing / Refund,Pending Customer,Medium,Contact Centre,,48,N,N
CASE001246,20250905,ST006,2025-09-05 15:55:00,2025-09-08 20:55:00,Service Disruption Complaint,Resolved,Medium,Email,77,72,Y,Y
CASE001247,20250905,ST013,2025-09-05 07:38:00,2025-09-05 13:38:00,Accessibility Assistance,Resolved,High,Email,6,12,N,N
CASE001248,20250906,ST007,2025-09-06 21:28:00,2025-09-08 00:28:00,Ticketing / Refund,Resolved,Medium,Web Form,27,48,N,N
CASE001249,20250906,ST010,2025-09-06 14:32:00,2025-09-10 23:32:00,Delay Compensation,Resolved,High,Mobile App,105,96,Y,N
CASE001250,20250906,ST002,2025-09-06 22:47:00,2025-09-08 02:47:00,Staff Conduct,Resolved,Medium,Email,28,72,N,N
CASE001251,20250906,ST007,2025-09-06 12:49:00,,Cleanliness Complaint,Open,Medium,Web Form,,36,N,N
CASE001252,20250906,ST015,2025-09-06 07:09:00,,Accessibility Assistance,Escalated,Medium,Mobile App,,12,N,N
CASE001253,20250906,ST011,2025-09-06 14:17:00,2025-09-10 15:17:00,Delay Compensation,Resolved,Low,Mobile App,97,96,Y,N
CASE001254,20250906,ST006,2025-09-06 16:18:00,2025-09-07 02:18:00,Accessibility Assistance,Resolved,Medium,Mobile App,10,12,N,Y
CASE001255,20250907,ST014,2025-09-07 19:29:00,2025-09-08 01:29:00,Cleanliness Complaint,Resolved,Medium,Station Desk,6,36,N,N
CASE001256,20250907,ST009,2025-09-07 13:48:00,,Service Disruption Complaint,Pending Customer,Medium,Contact Centre,,72,N,N
CASE001257,20250907,ST001,2025-09-07 13:36:00,2025-09-08 20:36:00,Service Disruption Complaint,Resolved,High,Email,31,72,N,N
CASE001258,20250908,ST008,2025-09-08 11:44:00,,Staff Conduct,Pending Customer,Medium,Contact Centre,,72,N,N
CASE001259,20250908,ST015,2025-09-08 15:34:00,2025-09-09 01:34:00,Accessibility Assistance,Resolved,Medium,Email,10,12,N,N
CASE001260,20250908,ST008,2025-09-08 07:32:00,2025-09-11 23:32:00,Ticketing / Refund,Resolved,Medium,Email,88,48,Y,N
CASE001261,20250908,ST002,2025-09-08 16:25:00,2025-09-10 17:25:00,Information Request,Resolved,Medium,Mobile App,49,24,Y,N
CASE001262,20250908,ST006,2025-09-08 18:27:00,2025-09-09 04:27:00,Cleanliness Complaint,Resolved,High,Contact Centre,10,36,N,N
CASE001263,20250908,ST013,2025-09-08 06:12:00,,Accessibility Assistance,Open,Medium,Station Desk,,12,N,N
CASE001264,20250908,ST001,2025-09-08 09:39:00,,Lost Property,Open,Medium,Web Form,,72,N,N
CASE001265,20250909,ST006,2025-09-09 21:48:00,2025-09-10 08:48:00,Cleanliness Complaint,Resolved,Medium,Mobile App,11,36,N,N
CASE001266,20250909,ST007,2025-09-09 07:25:00,2025-09-12 19:25:00,Service Disruption Complaint,Resolved,Medium,Email,84,72,Y,N
CASE001267,20250909,ST015,2025-09-09 09:05:00,2025-09-10 21:05:00,Delay Compensation,Resolved,High,Web Form,36,96,N,Y
CASE001268,20250910,ST007,2025-09-10 08:14:00,,Service Disruption Complaint,Open,Medium,Web Form,,72,N,N
CASE001269,20250910,ST003,2025-09-10 09:59:00,2025-09-14 13:59:00,Service Disruption Complaint,Resolved,Low,Station Desk,100,72,Y,N
CASE001270,20250910,ST010,2025-09-10 15:10:00,,Information Request,Pending Customer,Medium,Contact Centre,,24,N,N
CASE001271,20250910,ST007,2025-09-10 08:38:00,2025-09-14 20:38:00,Ticketing / Refund,Resolved,Medium,Mobile App,108,48,Y,N
CASE001272,20250910,ST004,2025-09-10 09:14:00,2025-09-11 04:14:00,Information Request,Resolved,Low,Contact Centre,19,24,N,Y
CASE001273,20250911,ST003,2025-09-11 17:43:00,2025-09-11 21:43:00,Accessibility Assistance,Resolved,Medium,Station Desk,4,12,N,Y
CASE001274,20250911,ST001,2025-09-11 09:50:00,,Service Disruption Complaint,Escalated,High,Web Form,,72,N,N
CASE001275,20250911,ST004,2025-09-11 20:40:00,2025-09-12 02:40:00,Ticketing / Refund,Resolved,Medium,Station Desk,6,48,N,N
CASE001276,20250911,ST010,2025-09-11 15:18:00,,Staff Conduct,Open,Low,Contact Centre,,72,N,N
CASE001277,20250911,ST002,2025-09-11 19:59:00,2025-09-14 13:59:00,Delay Compensation,Resolved,Low,Email,66,96,N,N
CASE001278,20250912,ST005,2025-09-12 06:12:00,2025-09-13 11:12:00,Lost Property,Resolved,High,Mobile App,29,72,N,N
CASE001279,20250912,ST012,2025-09-12 11:30:00,,Information Request,Pending Customer,Medium,Mobile App,,24,N,N
CASE001280,20250912,ST015,2025-09-12 11:30:00,2025-09-14 18:30:00,Lost Property,Resolved,High,Contact Centre,55,72,N,Y
CASE001281,20250912,ST008,2025-09-12 09:39:00,2025-09-12 17:39:00,Accessibility Assistance,Resolved,Medium,Contact Centre,8,12,N,N
CASE001282,20250913,ST008,2025-09-13 19:06:00,2025-09-14 03:06:00,Accessibility Assistance,Resolved,Medium,Email,8,12,N,N
CASE001283,20250913,ST010,2025-09-13 22:31:00,2025-09-13 23:31:00,Ticketing / Refund,Resolved,Medium,Web Form,1,48,N,Y
CASE001284,20250913,ST011,2025-09-13 22:29:00,,Lost Property,Escalated,High,Contact Centre,,72,N,N
CASE001285,20250913,ST001,2025-09-13 15:43:00,2025-09-14 05:43:00,Accessibility Assistance,Resolved,Medium,Mobile App,14,12,Y,Y
CASE001286,20250913,ST015,2025-09-13 10:19:00,,Accessibility Assistance,Open,Medium,Contact Centre,,12,N,N
CASE001287,20250913,ST006,2025-09-13 07:04:00,,Ticketing / Refund,Escalated,Medium,Web Form,,48,N,N
CASE001288,20250913,ST002,2025-09-13 17:44:00,2025-09-18 15:44:00,Delay Compensation,Resolved,Medium,Mobile App,118,96,Y,N
CASE001289,20250913,ST002,2025-09-13 06:13:00,2025-09-13 13:13:00,Accessibility Assistance,Resolved,Medium,Contact Centre,7,12,N,N
CASE001290,20250914,ST015,2025-09-14 14:26:00,2025-09-18 01:26:00,Staff Conduct,Resolved,Urgent,Web Form,83,72,Y,N
CASE001291,20250914,ST004,2025-09-14 22:26:00,2025-09-15 04:26:00,Information Request,Resolved,High,Mobile App,6,24,N,N
CASE001292,20250914,ST004,2025-09-14 16:10:00,2025-09-16 14:10:00,Lost Property,Resolved,Medium,Email,46,72,N,N
CASE001293,20250914,ST005,2025-09-14 20:00:00,,Ticketing / Refund,Open,Low,Station Desk,,48,N,Y
CASE001294,20250914,ST005,2025-09-14 07:10:00,2025-09-18 09:10:00,Delay Compensation,Resolved,Medium,Mobile App,98,96,Y,N
CASE001295,20250914,ST005,2025-09-14 17:08:00,2025-09-15 03:08:00,Ticketing / Refund,Resolved,Medium,Mobile App,10,48,N,N
CASE001296,20250915,ST002,2025-09-15 19:33:00,2025-09-18 00:33:00,Delay Compensation,Resolved,Medium,Mobile App,53,96,N,Y
CASE001297,20250915,ST010,2025-09-15 20:41:00,2025-09-16 04:41:00,Accessibility Assistance,Resolved,Low,Mobile App,8,12,N,N
CASE001298,20250915,ST006,2025-09-15 10:47:00,,Lost Property,Open,Low,Contact Centre,,72,N,N
CASE001299,20250915,ST006,2025-09-15 22:30:00,,Information Request,Pending Customer,Low,Email,,24,N,N
CASE001300,20250916,ST001,2025-09-16 06:22:00,2025-09-17 12:22:00,Service Disruption Complaint,Resolved,High,Email,30,72,N,N
CASE001301,20250916,ST009,2025-09-16 17:04:00,2025-09-23 00:04:00,Service Disruption Complaint,Resolved,Urgent,Contact Centre,151,72,Y,N
CASE001302,20250916,ST002,2025-09-16 11:59:00,,Staff Conduct,Pending Customer,Medium,Mobile App,,72,N,N
CASE001303,20250916,ST001,2025-09-16 21:51:00,2025-09-19 10:51:00,Staff Conduct,Resolved,Medium,Web Form,61,72,N,N
CASE001304,20250916,ST004,2025-09-16 18:54:00,2025-09-18 05:54:00,Cleanliness Complaint,Resolved,Medium,Email,35,36,N,N
CASE001305,20250916,ST013,2025-09-16 12:43:00,2025-09-19 22:43:00,Information Request,Resolved,Medium,Contact Centre,82,24,Y,N
CASE001306,20250916,ST003,2025-09-16 06:16:00,,Delay Compensation,Open,Medium,Email,,96,N,N
CASE001307,20250917,ST001,2025-09-17 12:25:00,,Lost Property,Pending Customer,High,Email,,72,N,N
CASE001308,20250917,ST003,2025-09-17 06:41:00,2025-09-20 04:41:00,Information Request,Resolved,Medium,Web Form,70,24,Y,N
CASE001309,20250917,ST003,2025-09-17 16:38:00,,Cleanliness Complaint,Escalated,Medium,Email,,36,N,N
CASE001310,20250918,ST006,2025-09-18 07:31:00,2025-09-18 20:31:00,Accessibility Assistance,Resolved,Low,Email,13,12,Y,N
CASE001311,20250918,ST001,2025-09-18 21:48:00,2025-09-23 21:48:00,Lost Property,Resolved,Low,Email,120,72,Y,N
CASE001312,20250918,ST011,2025-09-18 16:18:00,2025-09-18 19:18:00,Information Request,Resolved,Medium,Mobile App,3,24,N,N
CASE001313,20250918,ST003,2025-09-18 22:38:00,2025-09-22 13:38:00,Service Disruption Complaint,Resolved,Medium,Mobile App,87,72,Y,Y
CASE001314,20250918,ST013,2025-09-18 12:33:00,2025-09-19 12:33:00,Information Request,Resolved,Medium,Email,24,24,N,N
CASE001315,20250919,ST006,2025-09-19 08:42:00,2025-09-20 16:42:00,Information Request,Resolved,Low,Contact Centre,32,24,Y,Y
CASE001316,20250919,ST001,2025-09-19 11:45:00,2025-09-21 22:45:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,59,72,N,N
CASE001317,20250919,ST001,2025-09-19 11:10:00,2025-09-21 16:10:00,Ticketing / Refund,Resolved,High,Station Desk,53,48,Y,Y
CASE001318,20250919,ST015,2025-09-19 18:23:00,2025-09-19 19:23:00,Lost Property,Resolved,High,Email,1,72,N,Y
CASE001319,20250919,ST001,2025-09-19 19:32:00,,Cleanliness Complaint,Pending Customer,Medium,Station Desk,,36,N,N
CASE001320,20250919,ST013,2025-09-19 07:24:00,2025-09-29 00:24:00,Service Disruption Complaint,Resolved,Low,Web Form,233,72,Y,N
CASE001321,20250919,ST013,2025-09-19 14:04:00,2025-09-20 19:04:00,Cleanliness Complaint,Resolved,Medium,Station Desk,29,36,N,N
CASE001322,20250919,ST008,2025-09-19 20:28:00,2025-09-20 07:28:00,Accessibility Assistance,Resolved,High,Web Form,11,12,N,Y
CASE001323,20250920,ST005,2025-09-20 06:58:00,,Service Disruption Complaint,Open,Low,Email,,72,N,N
CASE001324,20250920,ST016,2025-09-20 11:01:00,,Information Request,Open,Urgent,Mobile App,,24,N,N
CASE001325,20250921,ST006,2025-09-21 21:28:00,2025-09-25 00:28:00,Lost Property,Resolved,Urgent,Mobile App,75,72,Y,N
CASE001326,20250921,ST014,2025-09-21 10:49:00,,Delay Compensation,Open,Low,Web Form,,96,N,N
CASE001327,20250922,ST001,2025-09-22 10:25:00,,Ticketing / Refund,Open,Medium,Station Desk,,48,N,N
CASE001328,20250922,ST008,2025-09-22 06:59:00,2025-09-23 04:59:00,Information Request,Resolved,Medium,Web Form,22,24,N,N
CASE001329,20250922,ST004,2025-09-22 11:10:00,2025-09-23 12:10:00,Information Request,Resolved,High,Email,25,24,Y,N
CASE001330,20250922,ST007,2025-09-22 16:18:00,2025-09-23 02:18:00,Accessibility Assistance,Resolved,Medium,Contact Centre,10,12,N,N
CASE001331,20250922,ST013,2025-09-22 17:35:00,2025-09-23 00:35:00,Cleanliness Complaint,Resolved,Low,Contact Centre,7,36,N,Y
CASE001332,20250922,ST002,2025-09-22 07:08:00,2025-09-27 20:08:00,Delay Compensation,Resolved,Medium,Station Desk,133,96,Y,N
CASE001333,20250922,ST006,2025-09-22 19:12:00,2025-09-25 20:12:00,Staff Conduct,Resolved,Medium,Mobile App,73,72,Y,Y
CASE001334,20250923,ST004,2025-09-23 08:11:00,2025-09-26 18:11:00,Staff Conduct,Resolved,Low,Station Desk,82,72,Y,N
CASE001335,20250923,ST003,2025-09-23 08:36:00,2025-09-24 08:36:00,Cleanliness Complaint,Resolved,Medium,Station Desk,24,36,N,N
CASE001336,20250923,ST005,2025-09-23 14:29:00,2025-09-27 21:29:00,Lost Property,Resolved,Medium,Contact Centre,103,72,Y,N
CASE001337,20250923,ST003,2025-09-23 18:22:00,2025-09-25 14:22:00,Lost Property,Resolved,High,Contact Centre,44,72,N,N
CASE001338,20250924,ST009,2025-09-24 19:36:00,,Information Request,Pending Customer,Medium,Email,,24,N,N
CASE001339,20250924,ST007,2025-09-24 15:09:00,,Ticketing / Refund,Pending Customer,Medium,Web Form,,48,N,N
CASE001340,20250924,ST012,2025-09-24 18:25:00,,Accessibility Assistance,Pending Customer,Low,Mobile App,,12,N,N
CASE001341,20250924,ST005,2025-09-24 22:07:00,2025-09-24 23:07:00,Information Request,Resolved,High,Mobile App,1,24,N,N
CASE001342,20250924,ST001,2025-09-24 20:58:00,2025-09-26 14:58:00,Lost Property,Resolved,High,Email,42,72,N,N
CASE001343,20250925,ST010,2025-09-25 16:52:00,,Information Request,Escalated,Low,Email,,24,N,N
CASE001344,20250925,ST007,2025-09-25 22:24:00,,Information Request,Pending Customer,Medium,Contact Centre,,24,N,N
CASE001345,20250925,ST002,2025-09-25 07:41:00,2025-09-29 07:41:00,Delay Compensation,Resolved,Medium,Station Desk,96,96,N,N
CASE001346,20250925,ST002,2025-09-25 07:14:00,2025-09-25 08:14:00,Delay Compensation,Resolved,Medium,Mobile App,1,96,N,N
CASE001347,20250925,ST008,2025-09-25 07:52:00,2025-10-01 06:52:00,Ticketing / Refund,Resolved,Medium,Station Desk,143,48,Y,N
CASE001348,20250926,ST008,2025-09-26 07:03:00,2025-09-30 19:03:00,Lost Property,Resolved,Low,Email,108,72,Y,N
CASE001349,20250926,ST006,2025-09-26 16:39:00,,Delay Compensation,Pending Customer,Medium,Web Form,,96,N,Y
CASE001350,20250926,ST013,2025-09-26 17:45:00,,Ticketing / Refund,Open,Medium,Contact Centre,,48,N,Y
CASE001351,20250926,ST010,2025-09-26 07:03:00,2025-09-28 10:03:00,Cleanliness Complaint,Resolved,Medium,Station Desk,51,36,Y,N
CASE001352,20250927,ST014,2025-09-27 15:15:00,2025-10-02 09:15:00,Staff Conduct,Resolved,Medium,Web Form,114,72,Y,N
CASE001353,20250927,ST014,2025-09-27 20:33:00,2025-09-29 02:33:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,30,72,N,N
CASE001354,20250927,ST008,2025-09-27 20:08:00,2025-09-29 21:08:00,Lost Property,Resolved,Medium,Station Desk,49,72,N,N
CASE001355,20250927,ST003,2025-09-27 19:51:00,2025-09-29 22:51:00,Delay Compensation,Resolved,Medium,Email,51,96,N,N
CASE001356,20250927,ST014,2025-09-27 18:24:00,,Accessibility Assistance,Pending Customer,Medium,Contact Centre,,12,N,N
CASE001357,20250928,ST001,2025-09-28 18:24:00,2025-10-02 22:24:00,Service Disruption Complaint,Resolved,Medium,Contact Centre,100,72,Y,N
CASE001358,20250928,ST006,2025-09-28 11:50:00,2025-09-30 06:50:00,Ticketing / Refund,Resolved,High,Mobile App,43,48,N,N
CASE001359,20250928,ST016,2025-09-28 19:48:00,2025-09-29 15:48:00,Information Request,Resolved,Low,Station Desk,20,24,N,N
CASE001360,20250928,ST006,2025-09-28 19:29:00,2025-09-29 04:29:00,Lost Property,Resolved,Medium,Mobile App,9,72,N,N
CASE001361,20250929,ST006,2025-09-29 14:50:00,2025-10-03 06:50:00,Service Disruption Complaint,Resolved,Low,Web Form,88,72,Y,N
CASE001362,20250929,ST012,2025-09-29 11:12:00,2025-09-29 22:12:00,Information Request,Resolved,Medium,Contact Centre,11,24,N,N
CASE001363,20250929,ST010,2025-09-29 08:24:00,2025-09-30 13:24:00,Information Request,Resolved,Medium,Email,29,24,Y,N
CASE001364,20250929,ST013,2025-09-29 14:28:00,2025-10-07 12:28:00,Ticketing / Refund,Resolved,Medium,Web Form,190,48,Y,N
CASE001365,20250929,ST016,2025-09-29 10:48:00,,Service Disruption Complaint,Escalated,Low,Contact Centre,,72,N,Y
CASE001366,20250929,ST005,2025-09-29 14:59:00,2025-10-01 17:59:00,Lost Property,Resolved,Low,Web Form,51,72,N,N
CASE001367,20250929,ST006,2025-09-29 12:43:00,2025-09-29 18:43:00,Lost Property,Resolved,Medium,Mobile App,6,72,N,N
CASE001368,20250930,ST002,2025-09-30 16:52:00,2025-10-02 03:52:00,Delay Compensation,Resolved,Low,Mobile App,35,96,N,N
CASE001369,20250930,ST004,2025-09-30 14:56:00,,Accessibility Assistance,Pending Customer,High,Web Form,,12,N,N
CASE001370,20250930,ST013,2025-09-30 11:45:00,2025-09-30 20:45:00,Information Request,Resolved,Low,Station Desk,9,24,N,N
CASE001371,20250930,ST009,2025-09-30 13:09:00,,Service Disruption Complaint,Open,Low,Web Form,,72,N,Y
CASE001372,20250930,ST013,2025-09-30 06:59:00,2025-10-04 17:59:00,Delay Compensation,Resolved,Medium,Email,107,96,Y,N
CASE001373,20250930,ST011,2025-09-30 14:36:00,,Delay Compensation,Pending Customer,Medium,Web Form,,96,N,N
CASE001374,20250930,ST003,2025-09-30 11:40:00,2025-10-02 12:40:00,Delay Compensation,Resolved,Low,Contact Centre,49,96,N,N
CASE001375,20250930,ST015,2025-09-30 11:56:00,2025-10-01 18:56:00,Information Request,Resolved,Medium,Email,31,24,Y,N
CASE001376,20251001,ST012,2025-10-01 17:01:00,2025-10-02 15:01:00,Cleanliness Complaint,Resolved,Medium,Contact Centre,22,36,N,N
CASE001377,20251001,ST007,2025-10-01 20:24:00,,Information Request,Open,Medium,Email,,24,N,Y
CASE001378,20251001,ST009,2025-10-01 14:28:00,2025-10-04 22:28:00,Delay Compensation,Resolved,Medium,Web Form,80,96,N,N
CASE001379,20251002,ST005,2025-10-02 09:44:00,2025-10-05 06:44:00,Staff Conduct,Resolved,Medium,Email,69,72,N,N
CASE001380,20251002,ST014,2025-10-02 20:31:00,2025-10-04 03:31:00,Ticketing / Refund,Resolved,Low,Station Desk,31,48,N,N
CASE001381,20251002,ST016,2025-10-02 20:33:00,2025-10-05 13:33:00,Ticketing / Refund,Resolved,Medium,Station Desk,65,48,Y,N
CASE001382,20251002,ST006,2025-10-02 19:35:00,2025-10-08 17:35:00,Delay Compensation,Resolved,High,Web Form,142,96,Y,N
CASE001383,20251003,ST001,2025-10-03 06:54:00,,Service Disruption Complaint,Pending Customer,Medium,Email,,72,N,N
CASE001384,20251003,ST014,2025-10-03 12:48:00,2025-10-04 07:48:00,Information Request,Resolved,Medium,Station Desk,19,24,N,Y
CASE001385,20251003,ST002,2025-10-03 14:17:00,2025-10-08 07:17:00,Delay Compensation,Resolved,Medium,Contact Centre,113,96,Y,N
CASE001386,20251003,ST006,2025-10-03 13:49:00,,Lost Property,Open,Medium,Mobile App,,72,N,N
CASE001387,20251003,ST011,2025-10-03 15:50:00,2025-10-05 03:50:00,Cleanliness Complaint,Resolved,High,Web Form,36,36,N,N
CASE001388,20251004,ST008,2025-10-04 21:49:00,2025-10-09 08:49:00,Staff Conduct,Resolved,Low,Contact Centre,107,72,Y,N
CASE001389,20251004,ST004,2025-10-04 07:04:00,2025-10-05 05:04:00,Lost Property,Resolved,Medium,Contact Centre,22,72,N,N
CASE001390,20251004,ST006,2025-10-04 06:17:00,2025-10-04 19:17:00,Information Request,Resolved,Low,Email,13,24,N,N
CASE001391,20251005,ST007,2025-10-05 07:41:00,2025-10-07 23:41:00,Ticketing / Refund,Resolved,Low,Mobile App,64,48,Y,N
CASE001392,20251005,ST013,2025-10-05 18:53:00,2025-10-10 08:53:00,Ticketing / Refund,Resolved,Low,Web Form,110,48,Y,N
CASE001393,20251005,ST010,2025-10-05 06:12:00,,Ticketing / Refund,Open,Medium,Email,,48,N,N
CASE001394,20251005,ST003,2025-10-05 07:02:00,2025-10-10 05:02:00,Delay Compensation,Resolved,Medium,Email,118,96,Y,Y
CASE001395,20251005,ST016,2025-10-05 10:30:00,2025-10-08 13:30:00,Service Disruption Complaint,Resolved,High,Mobile App,75,72,Y,N
CASE001396,20251006,ST014,2025-10-06 16:46:00,2025-10-06 17:46:00,Service Disruption Complaint,Resolved,Low,Web Form,1,72,N,N
CASE001397,20251006,ST012,2025-10-06 19:12:00,2025-10-13 08:12:00,Accessibility Assistance,Resolved,Medium,Station Desk,157,12,Y,N
CASE001398,20251006,ST003,2025-10-06 19:29:00,2025-10-09 22:29:00,Delay Compensation,Resolved,Low,Contact Centre,75,96,N,N
CASE001399,20251006,ST008,2025-10-06 17:23:00,2025-10-07 03:23:00,Accessibility Assistance,Resolved,Medium,Mobile App,10,12,N,Y
CASE001400,20251006,ST007,2025-10-06 17:04:00,2025-10-11 03:04:00,Service Disruption Complaint,Resolved,Low,Station Desk,106,72,Y,N
CASE001401,20251007,ST002,2025-10-07 15:16:00,2025-10-12 05:16:00,Delay Compensation,Resolved,Medium,Email,110,96,Y,Y
CASE001402,20251007,ST001,2025-10-07 19:59:00,2025-10-10 07:59:00,Service Disruption Complaint,Resolved,Medium,Mobile App,60,72,N,N
CASE001403,20251007,ST015,2025-10-07 22:05:00,2025-10-10 04:05:00,Lost Property,Resolved,Low,Web Form,54,72,N,N
CASE001404,20251007,ST010,2025-10-07 17:02:00,2025-10-11 04:02:00,Delay Compensation,Resolved,Low,Web Form,83,96,N,N
CASE001405,20251008,ST013,2025-10-08 17:17:00,2025-10-10 01:17:00,Lost Property,Resolved,Medium,Contact Centre,32,72,N,N
CASE001406,20251008,ST010,2025-10-08 16:01:00,2025-10-15 03:01:00,Cleanliness Complaint,Resolved,High,Mobile App,155,36,Y,N
CASE001407,20251008,ST004,2025-10-08 11:51:00,2025-10-10 17:51:00,Ticketing / Refund,Resolved,Medium,Station Desk,54,48,Y,N
CASE001408,20251009,ST015,2025-10-09 07:53:00,2025-10-09 08:53:00,Ticketing / Refund,Resolved,Low,Contact Centre,1,48,N,Y
CASE001409,20251009,ST014,2025-10-09 22:06:00,2025-10-13 00:06:00,Staff Conduct,Resolved,Medium,Web Form,74,72,Y,N
CASE001410,20251009,ST014,2025-10-09 14:52:00,2025-10-10 00:52:00,Accessibility Assistance,Resolved,Urgent,Email,10,12,N,N
CASE001411,20251009,ST004,2025-10-09 13:22:00,2025-10-09 14:22:00,Cleanliness Complaint,Resolved,Medium,Web Form,1,36,N,N
CASE001412,20251009,ST010,2025-10-09 19:50:00,2025-10-10 23:50:00,Information Request,Resolved,Low,Contact Centre,28,24,Y,N
CASE001413,20251009,ST014,2025-10-09 18:27:00,2025-10-11 08:27:00,Ticketing / Refund,Resolved,Low,Contact Centre,38,48,N,N
CASE001414,20251010,ST010,2025-10-10 09:31:00,,Service Disruption Complaint,Open,Low,Email,,72,N,Y
CASE001415,20251010,ST016,2025-10-10 09:24:00,,Lost Property,Pending Customer,Low,Contact Centre,,72,N,N
CASE001416,20251010,ST002,2025-10-10 18:31:00,2025-10-11 20:31:00,Delay Compensation,Resolved,High,Web Form,26,96,N,N
CASE001417,20251010,ST007,2025-10-10 09:13:00,2025-10-10 10:13:00,Ticketing / Refund,Resolved,Low,Contact Centre,1,48,N,Y
CASE001418,20251010,ST016,2025-10-10 13:58:00,2025-10-17 00:58:00,Delay Compensation,Resolved,Low,Web Form,155,96,Y,N
CASE001419,20251010,ST007,2025-10-10 07:41:00,2025-10-18 02:41:00,Delay Compensation,Resolved,Medium,Contact Centre,187,96,Y,N
CASE001420,20251011,ST009,2025-10-11 14:20:00,2025-10-12 17:20:00,Information Request,Resolved,Medium,Web Form,27,24,Y,Y
CASE001421,20251011,ST002,2025-10-11 07:51:00,2025-10-13 14:51:00,Service Disruption Complaint,Resolved,High,Email,55,72,N,N
CASE001422,20251011,ST002,2025-10-11 18:05:00,2025-10-11 20:05:00,Lost Property,Resolved,Medium,Mobile App,2,72,N,N
CASE001423,20251011,ST001,2025-10-11 12:44:00,,Service Disruption Complaint,Open,Medium,Web Form,,72,N,N
CASE001424,20251011,ST006,2025-10-11 19:55:00,,Service Disruption Complaint,Pending Customer,Medium,Station Desk,,72,N,N
CASE001425,20251011,ST006,2025-10-11 10:28:00,2025-10-13 08:28:00,Ticketing / Refund,Resolved,Medium,Station Desk,46,48,N,N
CASE001426,20251012,ST012,2025-10-12 19:11:00,,Service Disruption Complaint,Open,Medium,Station Desk,,72,N,N
CASE001427,20251012,ST010,2025-10-12 19:56:00,2025-10-14 22:56:00,Delay Compensation,Resolved,Low,Email,51,96,N,Y
CASE001428,20251012,ST014,2025-10-12 08:34:00,2025-10-14 04:34:00,Ticketing / Refund,Resolved,Low,Mobile App,44,48,N,Y
CASE001429,20251012,ST012,2025-10-12 15:07:00,2025-10-13 12:07:00,Information Request,Resolved,Low,Email,21,24,N,N
CASE001430,20251013,ST009,2025-10-13 07:44:00,2025-10-15 05:44:00,Ticketing / Refund,Resolved,Low,Email,46,48,N,N
CASE001431,20251013,ST003,2025-10-13 22:48:00,2025-10-14 05:48:00,Service Disruption Complaint,Resolved,Medium,Mobile App,7,72,N,Y
CASE001432,20251013,ST001,2025-10-13 07:52:00,2025-10-14 06:52:00,Information Request,Resolved,Medium,Station Desk,23,24,N,N
CASE001433,20251013,ST006,2025-10-13 08:30:00,2025-10-14 06:30:00,Information Request,Resolved,Medium,Email,22,24,N,N
CASE001434,20251013,ST001,2025-10-13 09:23:00,2025-10-15 08:23:00,Staff Conduct,Resolved,Medium,Email,47,72,N,N
CASE001435,20251013,ST009,2025-10-13 22:13:00,2025-10-13 23:13:00,Information Request,Resolved,Medium,Contact Centre,1,24,N,N
CASE001436,20251013,ST010,2025-10-13 07:24:00,,Service Disruption Complaint,Open,Medium,Mobile App,,72,N,N
CASE001437,20251013,ST013,2025-10-13 19:12:00,2025-10-14 19:12:00,Ticketing / Refund,Resolved,Urgent,Mobile App,24,48,N,N
CASE001438,20251013,ST008,2025-10-13 13:40:00,2025-10-13 22:40:00,Information Request,Resolved,Medium,Email,9,24,N,N
CASE001439,20251014,ST005,2025-10-14 15:57:00,2025-10-17 06:57:00,Lost Property,Resolved,Medium,Contact Centre,63,72,N,N
