incident_id,date_key,station_id,incident_type_id,opened_at,first_response_at,resolved_at,status,severity,response_minutes,resolution_minutes,sla_response_breached_flag,sla_resolution_breached_flag,reported_channel,location_detail,operational_note,repeat_issue_flag
INC000907,20250913,ST004,IT001,2025-09-13 12:12:00,2025-09-13 12:13:00,2025-09-13 13:21:00,Resolved,Moderate,1,69,N,N,Supervisor Walkthrough,staffed gate line,requires facilities follow-up,N
INC000908,20250913,ST012,IT005,2025-09-13 06:03:00,2025-09-13 06:39:00,2025-09-15 10:31:00,Resolved,Moderate,36,3148,Y,Y,Mobile Radio,bus interchange,reported by service controller,N
INC000909,20250913,ST002,IT003,2025-09-13 13:18:00,2025-09-13 13:24:00,2025-09-13 13:38:00,Resolved,Major,6,20,N,N,Station Desk,staffed gate line,seen in previous two weeks,N
INC000910,20250914,ST005,IT003,2025-09-14 05:50:00,2025-09-14 06:00:00,2025-09-15 05:16:00,Resolved,Moderate,10,1406,N,Y,Control Room,lift lobby,manual log entry from station desk,N
INC000911,20250914,ST002,IT003,2025-09-14 11:30:00,2025-09-14 11:39:00,2025-09-15 15:23:00,Resolved,Moderate,9,1673,N,Y,Control Room,staffed gate line,passenger assistance team notified,N
INC000912,20250915,ST016,IT010,2025-09-15 19:13:00,2025-09-15 19:50:00,2025-09-15 23:59:00,Resolved,Moderate,37,286,N,N,Mobile Radio,staffed gate line,repeat complaint from morning peak,N
INC000913,20250915,ST016,IT009,2025-09-15 14:45:00,2025-09-15 15:12:00,2025-09-16 00:25:00,Resolved,Minor,27,580,Y,N,Control Room,staffed gate line,repeat complaint from morning peak,N
INC000914,20250915,ST010,IT003,2025-09-15 21:39:00,2025-09-15 22:42:00,,Open,Moderate,63,,Y,N,Passenger Help Point,bus interchange,linked to crowd control plan,N
INC000915,20250915,ST004,IT006,2025-09-15 05:59:00,2025-09-15 06:05:00,2025-09-15 13:28:00,Resolved,Major,6,449,N,N,Passenger Help Point,lift lobby,reported by service controller,N
INC000916,20250916,ST004,IT003,2025-09-16 17:46:00,2025-09-16 17:55:00,2025-09-16 18:57:00,Resolved,Minor,9,71,N,N,Mobile Radio,platform stairs,linked to crowd control plan,N
INC000917,20250916,ST012,IT007,2025-09-16 18:38:00,2025-09-16 18:55:00,2025-09-16 22:20:00,Resolved,Major,17,222,Y,Y,Control Room,platform stairs,seen in previous two weeks,N
INC000918,20250916,ST002,IT003,2025-09-16 06:47:00,2025-09-16 06:49:00,,In Progress,Moderate,2,,N,N,Passenger Help Point,customer help point,manual log entry from station desk,N
INC000919,20250917,ST004,IT006,2025-09-17 05:36:00,2025-09-17 06:05:00,,In Progress,Moderate,29,,Y,N,Station Desk,northbound platform,temporary signage installed,N
INC000920,20250917,ST008,IT006,2025-09-17 16:05:00,2025-09-17 16:29:00,2025-09-18 10:14:00,Resolved,Moderate,24,1089,Y,Y,Supervisor Walkthrough,bus interchange,requires facilities follow-up,N
INC000921,20250917,ST004,IT003,2025-09-17 14:12:00,2025-09-17 15:06:00,2025-09-18 01:07:00,Resolved,Major,54,655,Y,Y,Supervisor Walkthrough,main concourse,manual log entry from station desk,N
INC000922,20250918,ST002,IT005,2025-09-18 18:30:00,2025-09-18 19:11:00,2025-09-20 01:09:00,Resolved,Critical,41,1839,Y,Y,Control Room,bus interchange,temporary signage installed,Y
INC000923,20250918,ST015,IT006,2025-09-18 17:34:00,2025-09-18 18:08:00,2025-09-18 21:40:00,Resolved,Minor,34,246,Y,N,Supervisor Walkthrough,main concourse,linked to crowd control plan,N
INC000924,20250918,ST002,IT007,2025-09-18 23:17:00,2025-09-19 00:01:00,2025-09-19 01:43:00,Resolved,Moderate,44,146,Y,N,Mobile Radio,main concourse,manual log entry from station desk,N
INC000925,20250918,ST013,IT007,2025-09-18 15:47:00,2025-09-18 16:19:00,2025-09-18 18:39:00,Resolved,Moderate,32,172,Y,N,Station Desk,main concourse,linked to crowd control plan,N
INC000926,20250918,ST012,IT002,2025-09-18 09:29:00,2025-09-18 09:34:00,2025-09-18 10:33:00,Resolved,Critical,5,64,N,N,Control Room,bus interchange,reported by service controller,N
INC000927,20250918,ST008,IT009,2025-09-18 19:28:00,2025-09-18 19:49:00,2025-09-19 01:37:00,Resolved,Major,21,369,N,N,Station Desk,ticket hall,reported by service controller,N
INC000928,20250919,ST004,IT009,2025-09-19 23:35:00,2025-09-19 23:41:00,2025-09-20 20:06:00,Resolved,Moderate,6,1231,N,Y,Supervisor Walkthrough,lift lobby,linked to crowd control plan,N
INC000929,20250919,ST011,IT002,2025-09-19 14:16:00,2025-09-19 14:23:00,,Open,Critical,7,,Y,N,Control Room,lift lobby,seen in previous two weeks,N
INC000930,20250919,ST007,IT001,2025-09-19 22:31:00,2025-09-19 22:43:00,2025-09-20 07:10:00,Resolved,Minor,12,519,N,Y,Passenger Help Point,ticket hall,repeat complaint from morning peak,Y
INC000931,20250919,ST003,IT009,2025-09-19 22:58:00,2025-09-19 23:24:00,2025-09-20 13:01:00,Resolved,Major,26,843,Y,Y,Mobile Radio,northbound platform,passenger assistance team notified,N
INC000932,20250919,ST002,IT011,2025-09-19 16:33:00,2025-09-19 16:44:00,2025-09-19 21:33:00,Resolved,Minor,11,300,N,N,Station Desk,lift lobby,requires facilities follow-up,N
INC000933,20250920,ST005,IT005,2025-09-20 12:29:00,2025-09-20 13:10:00,2025-09-22 07:30:00,Resolved,Major,41,2581,Y,Y,Station Desk,customer help point,linked to crowd control plan,N
INC000934,20250920,ST004,IT002,2025-09-20 09:47:00,2025-09-20 11:10:00,2025-09-20 12:59:00,Resolved,Critical,83,192,Y,Y,Station Desk,ticket hall,passenger assistance team notified,N
INC000935,20250921,ST003,IT007,2025-09-21 20:41:00,2025-09-21 20:54:00,2025-09-21 21:24:00,Resolved,Major,13,43,N,N,Mobile Radio,platform stairs,manual log entry from station desk,N
INC000936,20250921,ST014,IT009,2025-09-21 15:46:00,2025-09-21 16:12:00,2025-09-23 09:24:00,Resolved,Minor,26,2498,Y,Y,Mobile Radio,staffed gate line,reported by service controller,N
INC000937,20250922,ST014,IT009,2025-09-22 11:49:00,2025-09-22 12:16:00,2025-09-22 19:18:00,Resolved,Moderate,27,449,Y,N,Control Room,staffed gate line,linked to crowd control plan,N
INC000938,20250922,ST001,IT010,2025-09-22 17:35:00,2025-09-22 18:15:00,2025-09-24 14:56:00,Resolved,Major,40,2721,N,Y,Supervisor Walkthrough,bus interchange,passenger assistance team notified,Y
INC000939,20250922,ST005,IT009,2025-09-22 20:39:00,2025-09-22 20:57:00,2025-09-23 14:46:00,Resolved,Moderate,18,1087,N,Y,Passenger Help Point,customer help point,repeat complaint from morning peak,N
INC000940,20250922,ST001,IT004,2025-09-22 06:02:00,2025-09-22 06:50:00,2025-09-22 06:22:00,Resolved,Major,48,20,Y,N,Control Room,customer help point,repeat complaint from morning peak,N
INC000941,20250922,ST015,IT006,2025-09-22 16:13:00,2025-09-22 16:29:00,2025-09-24 06:41:00,Resolved,Minor,16,2308,N,Y,Supervisor Walkthrough,platform stairs,manual log entry from station desk,N
INC000942,20250922,ST003,IT005,2025-09-22 12:17:00,2025-09-22 12:33:00,2025-09-23 21:35:00,Resolved,Major,16,1998,N,Y,Station Desk,lift lobby,manual log entry from station desk,N
INC000943,20250922,ST010,IT007,2025-09-22 21:31:00,2025-09-22 21:49:00,,Escalated,Moderate,18,,Y,N,Control Room,northbound platform,seen in previous two weeks,N
INC000944,20250922,ST001,IT003,2025-09-22 09:54:00,2025-09-22 10:05:00,2025-09-22 16:52:00,Resolved,Major,11,418,Y,Y,Passenger Help Point,main concourse,manual log entry from station desk,N
INC000945,20250922,ST004,IT010,2025-09-22 08:56:00,2025-09-22 09:09:00,2025-09-23 10:05:00,Resolved,Minor,13,1509,N,Y,Supervisor Walkthrough,ticket hall,linked to crowd control plan,Y
INC000946,20250923,ST015,IT012,2025-09-23 05:43:00,2025-09-23 06:03:00,2025-09-23 23:21:00,Resolved,Major,20,1058,Y,Y,Passenger Help Point,lift lobby,repeat complaint from morning peak,N
INC000947,20250923,ST002,IT005,2025-09-23 14:58:00,2025-09-23 16:59:00,2025-09-24 02:56:00,Resolved,Moderate,121,718,Y,N,Supervisor Walkthrough,lift lobby,reported by service controller,N
INC000948,20250923,ST008,IT009,2025-09-23 14:08:00,2025-09-23 14:42:00,2025-09-23 20:56:00,Resolved,Moderate,34,408,Y,N,Supervisor Walkthrough,customer help point,linked to crowd control plan,N
INC000949,20250923,ST007,IT010,2025-09-23 11:29:00,2025-09-23 11:56:00,2025-09-25 00:39:00,Resolved,Moderate,27,2230,N,Y,Mobile Radio,ticket hall,requires facilities follow-up,N
INC000950,20250923,ST013,IT009,2025-09-23 10:44:00,2025-09-23 11:09:00,2025-09-23 11:04:00,Resolved,Moderate,25,20,N,N,Mobile Radio,northbound platform,passenger assistance team notified,Y
INC000951,20250924,ST010,IT009,2025-09-24 06:21:00,2025-09-24 06:52:00,2025-09-25 07:08:00,Resolved,Moderate,31,1487,Y,Y,Station Desk,ticket hall,reported by service controller,N
INC000952,20250925,ST010,IT011,2025-09-25 13:49:00,2025-09-25 14:23:00,2025-09-25 23:06:00,Resolved,Major,34,557,Y,Y,Station Desk,northbound platform,requires facilities follow-up,N
INC000953,20250925,ST002,IT010,2025-09-25 11:54:00,2025-09-25 12:48:00,,Open,Major,54,,Y,N,Station Desk,ticket hall,requires facilities follow-up,N
INC000954,20250925,ST003,IT001,2025-09-25 22:09:00,2025-09-25 22:18:00,2025-09-25 23:22:00,Resolved,Critical,9,73,N,N,Control Room,lift lobby,passenger assistance team notified,N
INC000955,20250925,ST007,IT002,2025-09-25 06:30:00,2025-09-25 06:38:00,2025-09-25 07:34:00,Resolved,Critical,8,64,Y,N,Station Desk,northbound platform,seen in previous two weeks,N
INC000956,20250925,ST008,IT007,2025-09-25 14:01:00,2025-09-25 14:03:00,2025-09-25 16:01:00,Resolved,Moderate,2,120,N,N,Mobile Radio,main concourse,reported by service controller,N
INC000957,20250925,ST004,IT010,2025-09-25 13:06:00,2025-09-25 13:30:00,2025-09-25 16:38:00,Resolved,Major,24,212,N,N,Station Desk,lift lobby,seen in previous two weeks,N
INC000958,20250926,ST013,IT007,2025-09-26 17:34:00,2025-09-26 17:41:00,,Open,Major,7,,N,N,Station Desk,staffed gate line,reported by service controller,N
INC000959,20250926,ST010,IT005,2025-09-26 14:58:00,2025-09-26 15:37:00,2025-09-27 20:41:00,Resolved,Moderate,39,1783,Y,Y,Control Room,lift lobby,linked to crowd control plan,N
INC000960,20250926,ST008,IT006,2025-09-26 20:47:00,2025-09-26 21:26:00,2025-09-28 00:08:00,Resolved,Moderate,39,1641,Y,Y,Passenger Help Point,staffed gate line,reported by service controller,N
INC000961,20250927,ST001,IT009,2025-09-27 14:07:00,2025-09-27 14:25:00,,Open,Major,18,,N,N,Supervisor Walkthrough,ticket hall,seen in previous two weeks,N
INC000962,20250927,ST001,IT005,2025-09-27 12:16:00,2025-09-27 13:32:00,2025-09-28 09:37:00,Resolved,Moderate,76,1281,Y,N,Control Room,customer help point,manual log entry from station desk,Y
INC000963,20250928,ST001,IT003,2025-09-28 23:20:00,2025-09-28 23:37:00,2025-09-29 08:22:00,Resolved,Critical,17,542,Y,Y,Station Desk,lift lobby,seen in previous two weeks,N
INC000964,20250928,ST003,IT010,2025-09-28 07:20:00,2025-09-28 07:24:00,2025-09-30 17:19:00,Resolved,Major,4,3479,N,Y,Mobile Radio,lift lobby,reported by service controller,N
INC000965,20250929,ST010,IT008,2025-09-29 21:02:00,2025-09-29 22:12:00,2025-09-30 04:28:00,Resolved,Moderate,70,446,Y,Y,Mobile Radio,platform stairs,reported by service controller,N
INC000966,20250929,ST001,IT012,2025-09-29 11:14:00,2025-09-29 11:33:00,2025-09-29 23:50:00,Resolved,Minor,19,756,Y,Y,Station Desk,northbound platform,reported by service controller,N
INC000967,20250929,ST008,IT006,2025-09-29 21:55:00,2025-09-29 22:11:00,2025-10-01 21:20:00,Resolved,Moderate,16,2845,N,Y,Passenger Help Point,staffed gate line,linked to crowd control plan,N
INC000968,20250929,ST009,IT005,2025-09-29 11:30:00,2025-09-29 12:51:00,2025-10-01 04:09:00,Resolved,Moderate,81,2439,Y,Y,Passenger Help Point,ticket hall,passenger assistance team notified,N
INC000969,20250929,ST001,IT001,2025-09-29 06:48:00,2025-09-29 06:59:00,2025-09-29 08:29:00,Resolved,Major,11,101,N,N,Passenger Help Point,main concourse,temporary signage installed,Y
INC000970,20250930,ST002,IT005,2025-09-30 15:02:00,2025-09-30 15:15:00,2025-10-01 01:49:00,Resolved,Minor,13,647,N,N,Control Room,customer help point,reported by service controller,N
INC000971,20250930,ST014,IT003,2025-09-30 07:35:00,2025-09-30 07:46:00,2025-09-30 15:54:00,Resolved,Moderate,11,499,Y,Y,Control Room,ticket hall,reported by service controller,N
INC000972,20250930,ST007,IT001,2025-09-30 15:30:00,2025-09-30 15:47:00,2025-09-30 20:37:00,Resolved,Major,17,307,Y,Y,Passenger Help Point,northbound platform,repeat complaint from morning peak,Y
INC000973,20250930,ST006,IT008,2025-09-30 13:41:00,2025-09-30 13:53:00,2025-09-30 17:50:00,Resolved,Minor,12,249,N,N,Mobile Radio,bus interchange,manual log entry from station desk,N
INC000974,20251001,ST001,IT003,2025-10-01 19:17:00,2025-10-01 19:20:00,2025-10-01 23:46:00,Resolved,Major,3,269,N,N,Control Room,ticket hall,reported by service controller,Y
INC000975,20251001,ST007,IT007,2025-10-01 13:27:00,2025-10-01 13:46:00,2025-10-01 16:55:00,Resolved,Major,19,208,Y,Y,Station Desk,northbound platform,linked to crowd control plan,N
INC000976,20251001,ST007,IT003,2025-10-01 08:13:00,2025-10-01 08:26:00,,Open,Moderate,13,,Y,N,Control Room,northbound platform,manual log entry from station desk,N
INC000977,20251001,ST002,IT004,2025-10-01 20:51:00,2025-10-01 20:56:00,2025-10-02 00:24:00,Resolved,Critical,5,213,N,Y,Station Desk,customer help point,temporary signage installed,N
INC000978,20251002,ST006,IT009,2025-10-02 14:50:00,2025-10-02 15:24:00,2025-10-03 14:16:00,Resolved,Moderate,34,1406,Y,Y,Passenger Help Point,platform stairs,repeat complaint from morning peak,N
INC000979,20251002,ST015,IT009,2025-10-02 20:46:00,2025-10-02 21:08:00,2025-10-03 04:45:00,Resolved,Moderate,22,479,N,N,Station Desk,platform stairs,passenger assistance team notified,N
INC000980,20251002,ST004,IT009,2025-10-02 05:13:00,2025-10-02 05:42:00,2025-10-02 14:43:00,Resolved,Major,29,570,Y,N,Passenger Help Point,ticket hall,seen in previous two weeks,N
INC000981,20251003,ST009,IT011,2025-10-03 15:13:00,2025-10-03 15:18:00,2025-10-03 19:55:00,Resolved,Moderate,5,282,N,N,Supervisor Walkthrough,northbound platform,passenger assistance team notified,N
INC000982,20251003,ST014,IT009,2025-10-03 11:09:00,2025-10-03 11:27:00,2025-10-04 04:08:00,Resolved,Moderate,18,1019,N,Y,Mobile Radio,main concourse,manual log entry from station desk,N
INC000983,20251003,ST006,IT007,2025-10-03 19:23:00,2025-10-03 19:24:00,2025-10-04 01:10:00,Resolved,Moderate,1,347,N,Y,Mobile Radio,platform stairs,seen in previous two weeks,Y
INC000984,20251003,ST010,IT010,2025-10-03 18:08:00,2025-10-03 19:17:00,,In Progress,Major,69,,Y,N,Passenger Help Point,ticket hall,reported by service controller,N
INC000985,20251003,ST013,IT008,2025-10-03 19:20:00,2025-10-03 19:22:00,2025-10-04 00:33:00,Resolved,Moderate,2,313,N,Y,Mobile Radio,bus interchange,manual log entry from station desk,N
INC000986,20251004,ST003,IT003,2025-10-04 08:22:00,2025-10-04 08:28:00,2025-10-04 10:10:00,Resolved,Moderate,6,108,N,N,Supervisor Walkthrough,northbound platform,passenger assistance team notified,Y
INC000987,20251004,ST010,IT007,2025-10-04 15:02:00,2025-10-04 15:03:00,2025-10-04 15:45:00,Resolved,Moderate,1,43,N,N,Mobile Radio,bus interchange,manual log entry from station desk,N
INC000988,20251004,ST009,IT003,2025-10-04 23:03:00,2025-10-04 23:13:00,,Open,Moderate,10,,N,N,Supervisor Walkthrough,platform stairs,temporary signage installed,N
INC000989,20251005,ST005,IT001,2025-10-05 10:16:00,2025-10-05 10:38:00,2025-10-05 21:37:00,Resolved,Moderate,22,681,Y,Y,Control Room,customer help point,passenger assistance team notified,N
INC000990,20251005,ST008,IT012,2025-10-05 10:32:00,2025-10-05 10:35:00,2025-10-05 22:06:00,Resolved,Minor,3,694,N,Y,Station Desk,main concourse,temporary signage installed,N
INC000991,20251006,ST010,IT004,2025-10-06 10:01:00,2025-10-06 10:05:00,2025-10-06 11:42:00,Resolved,Moderate,4,101,N,N,Station Desk,lift lobby,reported by service controller,Y
INC000992,20251006,ST010,IT007,2025-10-06 23:57:00,2025-10-07 00:06:00,2025-10-07 05:43:00,Resolved,Major,9,346,N,Y,Mobile Radio,bus interchange,temporary signage installed,N
INC000993,20251006,ST008,IT002,2025-10-06 18:17:00,2025-10-06 18:22:00,2025-10-06 18:59:00,Resolved,Critical,5,42,N,N,Passenger Help Point,customer help point,seen in previous two weeks,N
INC000994,20251006,ST015,IT001,2025-10-06 15:35:00,2025-10-06 15:41:00,2025-10-07 00:57:00,Resolved,Moderate,6,562,N,Y,Passenger Help Point,staffed gate line,requires facilities follow-up,N
INC000995,20251006,ST003,IT003,2025-10-06 18:04:00,2025-10-06 18:08:00,2025-10-06 23:26:00,Resolved,Minor,4,322,N,N,Supervisor Walkthrough,staffed gate line,passenger assistance team notified,N
INC000996,20251006,ST003,IT007,2025-10-06 05:03:00,2025-10-06 05:23:00,2025-10-06 05:23:00,Resolved,Major,20,20,Y,N,Supervisor Walkthrough,customer help point,linked to crowd control plan,N
INC000997,20251007,ST001,IT005,2025-10-07 22:04:00,2025-10-07 22:16:00,2025-10-09 16:16:00,Resolved,Minor,12,2532,N,Y,Mobile Radio,customer help point,requires facilities follow-up,N
INC000998,20251007,ST003,IT001,2025-10-07 14:26:00,2025-10-07 14:42:00,2025-10-07 15:57:00,Resolved,Minor,16,91,Y,N,Supervisor Walkthrough,customer help point,requires facilities follow-up,N
INC000999,20251007,ST002,IT010,2025-10-07 05:11:00,2025-10-07 06:35:00,,In Progress,Critical,84,,Y,N,Passenger Help Point,platform stairs,requires facilities follow-up,N
INC001000,20251007,ST003,IT011,2025-10-07 12:26:00,2025-10-07 12:42:00,2025-10-07 21:57:00,Resolved,Moderate,16,571,N,Y,Supervisor Walkthrough,platform stairs,reported by service controller,N
INC001001,20251007,ST006,IT002,2025-10-07 07:04:00,2025-10-07 07:06:00,2025-10-07 08:53:00,Resolved,Critical,2,109,N,N,Control Room,ticket hall,repeat complaint from morning peak,N
INC001002,20251007,ST015,IT001,2025-10-07 07:11:00,2025-10-07 07:37:00,2025-10-07 09:47:00,Resolved,Moderate,26,156,Y,N,Mobile Radio,platform stairs,linked to crowd control plan,N
INC001003,20251007,ST009,IT010,2025-10-07 13:50:00,2025-10-07 14:18:00,,In Progress,Moderate,28,,N,N,Station Desk,northbound platform,seen in previous two weeks,N
INC001004,20251007,ST014,IT007,2025-10-07 18:40:00,2025-10-07 18:54:00,2025-10-08 00:24:00,Resolved,Minor,14,344,N,Y,Supervisor Walkthrough,main concourse,repeat complaint from morning peak,N
INC001005,20251007,ST010,IT012,2025-10-07 16:17:00,2025-10-07 16:30:00,2025-10-08 09:57:00,Resolved,Moderate,13,1060,N,Y,Mobile Radio,ticket hall,manual log entry from station desk,Y
INC001006,20251008,ST004,IT007,2025-10-08 19:24:00,2025-10-08 19:39:00,,Open,Moderate,15,,N,N,Control Room,northbound platform,passenger assistance team notified,N
INC001007,20251008,ST005,IT007,2025-10-08 23:44:00,2025-10-08 23:55:00,2025-10-09 03:41:00,Resolved,Moderate,11,237,N,Y,Supervisor Walkthrough,lift lobby,repeat complaint from morning peak,N
INC001008,20251008,ST008,IT001,2025-10-08 08:52:00,2025-10-08 08:56:00,2025-10-08 10:18:00,Resolved,Major,4,86,N,N,Supervisor Walkthrough,staffed gate line,manual log entry from station desk,Y
INC001009,20251008,ST002,IT002,2025-10-08 17:56:00,2025-10-08 19:01:00,2025-10-08 19:18:00,Resolved,Critical,65,82,Y,N,Mobile Radio,platform stairs,repeat complaint from morning peak,N
INC001010,20251008,ST006,IT009,2025-10-08 21:24:00,2025-10-08 22:56:00,2025-10-09 03:01:00,Resolved,Critical,92,337,Y,N,Passenger Help Point,main concourse,passenger assistance team notified,Y
INC001011,20251009,ST014,IT001,2025-10-09 12:31:00,2025-10-09 12:41:00,2025-10-10 07:23:00,Resolved,Minor,10,1132,N,Y,Passenger Help Point,northbound platform,manual log entry from station desk,N
INC001012,20251009,ST014,IT008,2025-10-09 14:56:00,2025-10-09 15:04:00,2025-10-10 09:31:00,Resolved,Minor,8,1115,N,Y,Passenger Help Point,platform stairs,reported by service controller,N
INC001013,20251009,ST009,IT008,2025-10-09 10:44:00,2025-10-09 11:04:00,,In Progress,Minor,20,,Y,N,Control Room,staffed gate line,linked to crowd control plan,N
INC001014,20251009,ST010,IT002,2025-10-09 21:23:00,2025-10-09 21:24:00,2025-10-10 00:19:00,Resolved,Critical,1,176,N,Y,Control Room,staffed gate line,seen in previous two weeks,N
INC001015,20251009,ST004,IT001,2025-10-09 06:21:00,2025-10-09 06:42:00,2025-10-09 13:06:00,Resolved,Moderate,21,405,Y,Y,Passenger Help Point,customer help point,seen in previous two weeks,N
INC001016,20251010,ST002,IT007,2025-10-10 18:31:00,2025-10-10 18:40:00,2025-10-10 22:15:00,Resolved,Major,9,224,N,Y,Mobile Radio,customer help point,linked to crowd control plan,N
INC001017,20251010,ST013,IT003,2025-10-10 20:16:00,2025-10-10 20:23:00,2025-10-11 05:57:00,Resolved,Major,7,581,N,Y,Station Desk,bus interchange,manual log entry from station desk,Y
INC001018,20251010,ST002,IT001,2025-10-10 05:39:00,2025-10-10 05:53:00,2025-10-10 14:42:00,Resolved,Minor,14,543,Y,Y,Station Desk,northbound platform,repeat complaint from morning peak,N
INC001019,20251010,ST002,IT008,2025-10-10 17:01:00,2025-10-10 17:13:00,2025-10-10 23:22:00,Resolved,Critical,12,381,N,Y,Station Desk,main concourse,linked to crowd control plan,Y
INC001020,20251011,ST002,IT001,2025-10-11 10:19:00,2025-10-11 10:33:00,2025-10-11 12:37:00,Resolved,Moderate,14,138,Y,N,Supervisor Walkthrough,ticket hall,linked to crowd control plan,Y
INC001021,20251011,ST007,IT006,2025-10-11 07:49:00,2025-10-11 08:04:00,2025-10-12 04:15:00,Resolved,Moderate,15,1226,N,Y,Supervisor Walkthrough,platform stairs,linked to crowd control plan,N
INC001022,20251011,ST006,IT010,2025-10-11 07:26:00,2025-10-11 08:11:00,2025-10-11 07:46:00,Resolved,Moderate,45,20,N,N,Mobile Radio,staffed gate line,passenger assistance team notified,N
INC001023,20251011,ST013,IT003,2025-10-11 06:28:00,2025-10-11 06:40:00,2025-10-11 15:43:00,Resolved,Major,12,555,Y,Y,Mobile Radio,staffed gate line,manual log entry from station desk,Y
INC001024,20251011,ST005,IT001,2025-10-11 17:31:00,2025-10-11 17:47:00,2025-10-11 21:01:00,Resolved,Minor,16,210,Y,N,Control Room,ticket hall,manual log entry from station desk,N
INC001025,20251012,ST013,IT011,2025-10-12 11:12:00,2025-10-12 11:33:00,2025-10-12 23:30:00,Resolved,Critical,21,738,Y,Y,Mobile Radio,ticket hall,passenger assistance team notified,N
INC001026,20251012,ST012,IT003,2025-10-12 10:11:00,2025-10-12 10:26:00,2025-10-12 23:13:00,Resolved,Major,15,782,Y,Y,Passenger Help Point,ticket hall,requires facilities follow-up,N
INC001027,20251012,ST009,IT006,2025-10-12 09:50:00,2025-10-12 10:08:00,2025-10-12 22:43:00,Resolved,Major,18,773,N,N,Station Desk,bus interchange,reported by service controller,N
INC001028,20251012,ST009,IT008,2025-10-12 10:34:00,2025-10-12 10:47:00,2025-10-12 17:39:00,Resolved,Moderate,13,425,Y,Y,Passenger Help Point,staffed gate line,requires facilities follow-up,N
INC001029,20251012,ST002,IT005,2025-10-12 06:21:00,2025-10-12 06:47:00,2025-10-13 02:33:00,Resolved,Minor,26,1212,N,N,Mobile Radio,ticket hall,repeat complaint from morning peak,N
INC001030,20251013,ST015,IT008,2025-10-13 15:24:00,2025-10-13 15:46:00,2025-10-14 05:10:00,Resolved,Major,22,826,Y,Y,Passenger Help Point,bus interchange,linked to crowd control plan,N
INC001031,20251013,ST007,IT006,2025-10-13 17:33:00,2025-10-13 18:20:00,2025-10-13 17:53:00,Resolved,Moderate,47,20,Y,N,Station Desk,northbound platform,passenger assistance team notified,N
INC001032,20251013,ST014,IT007,2025-10-13 10:54:00,2025-10-13 11:23:00,2025-10-14 10:00:00,Resolved,Major,29,1386,Y,Y,Station Desk,bus interchange,temporary signage installed,Y
INC001033,20251014,ST002,IT011,2025-10-14 21:20:00,2025-10-14 21:48:00,2025-10-15 01:47:00,Resolved,Critical,28,267,Y,N,Mobile Radio,lift lobby,passenger assistance team notified,N
INC001034,20251014,ST009,IT007,2025-10-14 21:41:00,2025-10-14 21:50:00,2025-10-15 01:04:00,Resolved,Major,9,203,N,Y,Station Desk,customer help point,passenger assistance team notified,N
INC001035,20251014,ST005,IT003,2025-10-14 14:11:00,2025-10-14 14:25:00,2025-10-14 22:10:00,Resolved,Major,14,479,Y,Y,Passenger Help Point,staffed gate line,temporary signage installed,N
INC001036,20251014,ST002,IT009,2025-10-14 12:21:00,2025-10-14 13:21:00,2025-10-15 02:26:00,Resolved,Major,60,845,Y,Y,Supervisor Walkthrough,customer help point,manual log entry from station desk,N
INC001037,20251015,ST009,IT005,2025-10-15 15:14:00,2025-10-15 16:14:00,2025-10-16 15:24:00,Resolved,Moderate,60,1450,Y,Y,Mobile Radio,staffed gate line,reported by service controller,N
INC001038,20251015,ST009,IT012,2025-10-15 08:33:00,2025-10-15 08:40:00,,In Progress,Major,7,,N,N,Passenger Help Point,northbound platform,repeat complaint from morning peak,N
INC001039,20251015,ST010,IT010,2025-10-15 12:38:00,2025-10-15 12:54:00,2025-10-17 03:05:00,Resolved,Minor,16,2307,N,Y,Control Room,main concourse,seen in previous two weeks,N
INC001040,20251015,ST002,IT006,2025-10-15 11:07:00,2025-10-15 11:08:00,2025-10-15 18:19:00,Resolved,Minor,1,432,N,N,Control Room,bus interchange,manual log entry from station desk,N
INC001041,20251015,ST013,IT007,2025-10-15 17:31:00,2025-10-15 17:53:00,2025-10-15 17:51:00,Resolved,Moderate,22,20,Y,N,Control Room,customer help point,linked to crowd control plan,N
INC001042,20251016,ST002,IT002,2025-10-16 19:50:00,2025-10-16 19:53:00,2025-10-16 21:48:00,Resolved,Critical,3,118,N,N,Station Desk,ticket hall,requires facilities follow-up,Y
INC001043,20251017,ST010,IT005,2025-10-17 17:17:00,2025-10-17 18:05:00,2025-10-17 23:20:00,Resolved,Moderate,48,363,Y,N,Passenger Help Point,customer help point,seen in previous two weeks,N
INC001044,20251017,ST003,IT003,2025-10-17 13:50:00,2025-10-17 14:08:00,2025-10-17 15:29:00,Resolved,Critical,18,99,Y,N,Control Room,main concourse,repeat complaint from morning peak,N
INC001045,20251017,ST009,IT006,2025-10-17 23:20:00,2025-10-17 23:34:00,2025-10-18 07:54:00,Resolved,Moderate,14,514,N,N,Station Desk,platform stairs,requires facilities follow-up,N
INC001046,20251018,ST006,IT003,2025-10-18 15:33:00,2025-10-18 15:40:00,2025-10-18 22:43:00,Resolved,Moderate,7,430,N,Y,Station Desk,northbound platform,linked to crowd control plan,N
INC001047,20251018,ST009,IT012,2025-10-18 13:01:00,2025-10-18 13:22:00,2025-10-18 16:04:00,Resolved,Moderate,21,183,Y,N,Mobile Radio,northbound platform,reported by service controller,N
