response_id,source_type,source_id,station_id,date_key,acknowledged_minutes,dispatch_minutes,site_arrival_minutes,resolution_minutes,sla_breached_flag
RT000854,Incident,INC000854,ST001,20250827,1,2,3,221,N
RT000855,Incident,INC000855,ST015,20250828,22,39,53,1533,Y
RT000856,Incident,INC000856,ST001,20250828,24,31,51,224,Y
RT000857,Incident,INC000857,ST006,20250828,12,12,26,822,Y
RT000858,Incident,INC000858,ST001,20250828,4,8,13,202,N
RT000859,Incident,INC000859,ST010,20250828,17,46,56,225,Y
RT000860,Incident,INC000860,ST002,20250828,42,70,84,593,Y
RT000861,Incident,INC000861,ST007,20250828,4,6,9,391,N
RT000862,Incident,INC000862,ST001,20250828,3,6,12,1037,N
RT000863,Incident,INC000863,ST015,20250829,16,26,31,20,Y
RT000864,Incident,INC000864,ST001,20250829,2,3,5,1312,N
RT000865,Incident,INC000865,ST003,20250829,7,10,14,1002,N
RT000866,Incident,INC000866,ST001,20250830,4,8,11,228,N
RT000867,Incident,INC000867,ST009,20250831,12,28,43,1225,Y
RT000868,Incident,INC000868,ST006,20250831,1,1,1,140,N
RT000869,Incident,INC000869,ST001,20250901,11,18,30,1926,Y
RT000870,Incident,INC000870,ST002,20250901,2,3,4,41,N
RT000871,Incident,INC000871,ST006,20250901,1,2,2,,N
RT000872,Incident,INC000872,ST015,20250901,1,1,1,168,N
RT000873,Incident,INC000873,ST001,20250902,5,8,11,533,N
RT000874,Incident,INC000874,ST003,20250902,12,20,33,1172,Y
RT000875,Incident,INC000875,ST009,20250902,1,1,2,,N
RT000876,Incident,INC000876,ST014,20250903,5,8,13,126,Y
RT000877,Incident,INC000877,ST012,20250904,6,5,11,122,Y
RT000878,Incident,INC000878,ST003,20250904,8,12,19,590,N
RT000879,Incident,INC000879,ST013,20250904,16,26,47,1699,Y
RT000880,Incident,INC000880,ST011,20250905,5,9,17,20,N
RT000881,Incident,INC000881,ST001,20250905,20,43,75,1593,Y
RT000882,Incident,INC000882,ST009,20250905,4,12,16,332,Y
RT000883,Incident,INC000883,ST015,20250906,10,25,34,2930,Y
RT000884,Incident,INC000884,ST006,20250906,9,18,26,1032,Y
RT000885,Incident,INC000885,ST002,20250907,10,15,19,544,N
RT000886,Incident,INC000886,ST014,20250907,8,10,15,281,Y
RT000887,Incident,INC000887,ST007,20250908,17,34,42,1376,N
RT000888,Incident,INC000888,ST006,20250908,15,36,45,1528,Y
RT000889,Incident,INC000889,ST001,20250908,7,22,26,2009,Y
RT000890,Incident,INC000890,ST003,20250908,8,13,18,142,Y
RT000891,Incident,INC000891,ST001,20250908,7,12,16,,Y
RT000892,Incident,INC000892,ST001,20250909,6,8,12,514,N
RT000893,Incident,INC000893,ST004,20250909,6,7,14,20,N
RT000894,Incident,INC000894,ST002,20250909,18,42,55,2481,Y
RT000895,Incident,INC000895,ST006,20250910,6,7,11,234,N
RT000896,Incident,INC000896,ST009,20250910,2,2,4,569,N
RT000897,Incident,INC000897,ST014,20250910,3,5,10,494,N
RT000898,Incident,INC000898,ST015,20250910,5,5,11,340,N
RT000899,Incident,INC000899,ST010,20250911,3,6,8,1414,Y
RT000900,Incident,INC000900,ST003,20250911,7,20,24,1407,N
RT000901,Incident,INC000901,ST001,20250911,14,22,42,771,Y
RT000902,Incident,INC000902,ST013,20250912,31,52,86,1884,Y
RT000903,Incident,INC000903,ST003,20250912,15,41,58,1415,Y
RT000904,Incident,INC000904,ST001,20250912,11,21,28,1622,Y
RT000905,Incident,INC000905,ST001,20250912,3,4,8,438,N
RT000906,Incident,INC000906,ST002,20250913,10,11,21,86,Y
RT000907,Incident,INC000907,ST004,20250913,1,1,1,69,N
RT000908,Incident,INC000908,ST012,20250913,15,29,36,3148,Y
RT000909,Incident,INC000909,ST002,20250913,2,3,6,20,N
RT000910,Incident,INC000910,ST005,20250914,3,7,10,1406,N
RT000911,Incident,INC000911,ST002,20250914,4,4,9,1673,N
RT000912,Incident,INC000912,ST016,20250915,10,19,37,286,N
RT000913,Incident,INC000913,ST016,20250915,11,16,27,580,Y
RT000914,Incident,INC000914,ST010,20250915,23,35,63,,Y
RT000915,Incident,INC000915,ST004,20250915,2,3,6,449,N
RT000916,Incident,INC000916,ST004,20250916,2,7,9,71,N
RT000917,Incident,INC000917,ST012,20250916,7,12,17,222,Y
RT000918,Incident,INC000918,ST002,20250916,1,2,2,,N
RT000919,Incident,INC000919,ST004,20250917,15,18,29,,Y
RT000920,Incident,INC000920,ST008,20250917,7,19,24,1089,Y
RT000921,Incident,INC000921,ST004,20250917,17,45,54,655,Y
RT000922,Incident,INC000922,ST002,20250918,14,21,41,1839,Y
RT000923,Incident,INC000923,ST015,20250918,12,29,34,246,Y
RT000924,Incident,INC000924,ST002,20250918,21,22,44,146,Y
RT000925,Incident,INC000925,ST013,20250918,15,26,32,172,Y
RT000926,Incident,INC000926,ST012,20250918,2,3,5,64,N
RT000927,Incident,INC000927,ST008,20250918,7,14,21,369,N
RT000928,Incident,INC000928,ST004,20250919,3,3,6,1231,N
RT000929,Incident,INC000929,ST011,20250919,4,5,7,,Y
RT000930,Incident,INC000930,ST007,20250919,3,9,12,519,N
RT000931,Incident,INC000931,ST003,20250919,13,19,26,843,Y
RT000932,Incident,INC000932,ST002,20250919,3,8,11,300,N
RT000933,Incident,INC000933,ST005,20250920,13,25,41,2581,Y
RT000934,Incident,INC000934,ST004,20250920,42,62,83,192,Y
RT000935,Incident,INC000935,ST003,20250921,4,10,13,43,N
RT000936,Incident,INC000936,ST014,20250921,13,13,26,2498,Y
RT000937,Incident,INC000937,ST014,20250922,14,20,27,449,Y
RT000938,Incident,INC000938,ST001,20250922,21,32,40,2721,N
RT000939,Incident,INC000939,ST005,20250922,7,14,18,1087,N
RT000940,Incident,INC000940,ST001,20250922,15,26,48,20,Y
RT000941,Incident,INC000941,ST015,20250922,4,10,16,2308,N
RT000942,Incident,INC000942,ST003,20250922,6,11,16,1998,N
RT000943,Incident,INC000943,ST010,20250922,9,11,18,,Y
RT000944,Incident,INC000944,ST001,20250922,5,9,11,418,Y
RT000945,Incident,INC000945,ST004,20250922,7,10,13,1509,N
RT000946,Incident,INC000946,ST015,20250923,9,11,20,1058,Y
RT000947,Incident,INC000947,ST002,20250923,60,56,121,718,Y
RT000948,Incident,INC000948,ST008,20250923,10,22,34,408,Y
RT000949,Incident,INC000949,ST007,20250923,15,12,27,2230,N
RT000950,Incident,INC000950,ST013,20250923,10,19,25,20,N
RT000951,Incident,INC000951,ST010,20250924,11,15,31,1487,Y
RT000952,Incident,INC000952,ST010,20250925,13,22,34,557,Y
RT000953,Incident,INC000953,ST002,20250925,19,34,54,,Y
RT000954,Incident,INC000954,ST003,20250925,4,4,9,73,N
RT000955,Incident,INC000955,ST007,20250925,2,7,8,64,Y
RT000956,Incident,INC000956,ST008,20250925,1,1,2,120,N
RT000957,Incident,INC000957,ST004,20250925,13,20,24,212,N
RT000958,Incident,INC000958,ST013,20250926,4,5,7,,N
RT000959,Incident,INC000959,ST010,20250926,14,32,39,1783,Y
RT000960,Incident,INC000960,ST008,20250926,17,33,39,1641,Y
RT000961,Incident,INC000961,ST001,20250927,10,12,18,,N
RT000962,Incident,INC000962,ST001,20250927,32,36,76,1281,Y
RT000963,Incident,INC000963,ST001,20250928,9,11,17,542,Y
RT000964,Incident,INC000964,ST003,20250928,2,2,4,3479,N
RT000965,Incident,INC000965,ST010,20250929,18,59,70,446,Y
RT000966,Incident,INC000966,ST001,20250929,9,12,19,756,Y
RT000967,Incident,INC000967,ST008,20250929,4,11,16,2845,N
RT000968,Incident,INC000968,ST009,20250929,40,64,81,2439,Y
RT000969,Incident,INC000969,ST001,20250929,3,9,11,101,N
RT000970,Incident,INC000970,ST002,20250930,5,9,13,647,N
RT000971,Incident,INC000971,ST014,20250930,3,9,11,499,Y
RT000972,Incident,INC000972,ST007,20250930,9,11,17,307,Y
RT000973,Incident,INC000973,ST006,20250930,4,6,12,249,N
RT000974,Incident,INC000974,ST001,20251001,1,2,3,269,N
RT000975,Incident,INC000975,ST007,20251001,8,9,19,208,Y
RT000976,Incident,INC000976,ST007,20251001,6,10,13,,Y
RT000977,Incident,INC000977,ST002,20251001,2,4,5,213,N
RT000978,Incident,INC000978,ST006,20251002,15,20,34,1406,Y
RT000979,Incident,INC000979,ST015,20251002,6,14,22,479,N
RT000980,Incident,INC000980,ST004,20251002,11,23,29,570,Y
RT000981,Incident,INC000981,ST009,20251003,1,4,5,282,N
RT000982,Incident,INC000982,ST014,20251003,8,15,18,1019,N
RT000983,Incident,INC000983,ST006,20251003,1,1,1,347,N
RT000984,Incident,INC000984,ST010,20251003,34,36,69,,Y
RT000985,Incident,INC000985,ST013,20251003,1,1,2,313,N
RT000986,Incident,INC000986,ST003,20251004,2,5,6,108,N
RT000987,Incident,INC000987,ST010,20251004,1,1,1,43,N
RT000988,Incident,INC000988,ST009,20251004,4,5,10,,N
RT000989,Incident,INC000989,ST005,20251005,9,18,22,681,Y
RT000990,Incident,INC000990,ST008,20251005,1,2,3,694,N
RT000991,Incident,INC000991,ST010,20251006,1,2,4,101,N
RT000992,Incident,INC000992,ST010,20251006,4,6,9,346,N
RT000993,Incident,INC000993,ST008,20251006,2,4,5,42,N
RT000994,Incident,INC000994,ST015,20251006,3,5,6,562,N
RT000995,Incident,INC000995,ST003,20251006,2,2,4,322,N
RT000996,Incident,INC000996,ST003,20251006,6,9,20,20,Y
RT000997,Incident,INC000997,ST001,20251007,6,10,12,2532,N
RT000998,Incident,INC000998,ST003,20251007,7,9,16,91,Y
RT000999,Incident,INC000999,ST002,20251007,43,47,84,,Y
RT001000,Incident,INC001000,ST003,20251007,6,10,16,571,N
RT001001,Incident,INC001001,ST006,20251007,1,1,2,109,N
RT001002,Incident,INC001002,ST015,20251007,13,16,26,156,Y
RT001003,Incident,INC001003,ST009,20251007,10,16,28,,N
RT001004,Incident,INC001004,ST014,20251007,5,10,14,344,N
RT001005,Incident,INC001005,ST010,20251007,3,9,13,1060,N
RT001006,Incident,INC001006,ST004,20251008,7,9,15,,N
RT001007,Incident,INC001007,ST005,20251008,5,5,11,237,N
RT001008,Incident,INC001008,ST008,20251008,1,3,4,86,N
RT001009,Incident,INC001009,ST002,20251008,32,30,65,82,Y
RT001010,Incident,INC001010,ST006,20251008,37,48,92,337,Y
RT001011,Incident,INC001011,ST014,20251009,3,7,10,1132,N
RT001012,Incident,INC001012,ST014,20251009,4,4,8,1115,N
RT001013,Incident,INC001013,ST009,20251009,8,14,20,,Y
RT001014,Incident,INC001014,ST010,20251009,1,1,1,176,N
RT001015,Incident,INC001015,ST004,20251009,10,12,21,405,Y
RT001016,Incident,INC001016,ST002,20251010,4,7,9,224,N
RT001017,Incident,INC001017,ST013,20251010,2,4,7,581,N
RT001018,Incident,INC001018,ST002,20251010,7,11,14,543,Y
RT001019,Incident,INC001019,ST002,20251010,4,7,12,381,N
RT001020,Incident,INC001020,ST002,20251011,4,9,14,138,Y
RT001021,Incident,INC001021,ST007,20251011,5,10,15,1226,N
RT001022,Incident,INC001022,ST006,20251011,14,30,45,20,N
RT001023,Incident,INC001023,ST013,20251011,6,8,12,555,Y
RT001024,Incident,INC001024,ST005,20251011,4,8,16,210,Y
RT001025,Incident,INC001025,ST013,20251012,9,13,21,738,Y
RT001026,Incident,INC001026,ST012,20251012,6,11,15,782,Y
RT001027,Incident,INC001027,ST009,20251012,9,15,18,773,N
RT001028,Incident,INC001028,ST009,20251012,4,11,13,425,Y
RT001029,Incident,INC001029,ST002,20251012,7,17,26,1212,N
RT001030,Incident,INC001030,ST015,20251013,9,10,22,826,Y
RT001031,Incident,INC001031,ST007,20251013,16,30,47,20,Y
RT001032,Incident,INC001032,ST014,20251013,7,23,29,1386,Y
RT001033,Incident,INC001033,ST002,20251014,9,20,28,267,Y
RT001034,Incident,INC001034,ST009,20251014,4,4,9,203,N
RT001035,Incident,INC001035,ST005,20251014,5,11,14,479,Y
RT001036,Incident,INC001036,ST002,20251014,29,29,60,845,Y
RT001037,Incident,INC001037,ST009,20251015,17,27,60,1450,Y
RT001038,Incident,INC001038,ST009,20251015,3,3,7,,N
RT001039,Incident,INC001039,ST010,20251015,7,10,16,2307,N
RT001040,Incident,INC001040,ST002,20251015,1,1,1,432,N
RT001041,Incident,INC001041,ST013,20251015,7,18,22,20,Y
RT001042,Incident,INC001042,ST002,20251016,1,2,3,118,N
RT001043,Incident,INC001043,ST010,20251017,17,22,48,363,Y
RT001044,Incident,INC001044,ST003,20251017,9,11,18,99,Y
RT001045,Incident,INC001045,ST009,20251017,4,10,14,514,N
RT001046,Incident,INC001046,ST006,20251018,3,4,7,430,N
RT001047,Incident,INC001047,ST009,20251018,7,10,21,183,Y
RT001048,Incident,INC001048,ST012,20251019,5,6,14,,N
RT001049,Incident,INC001049,ST012,20251019,4,7,10,1286,N
RT001050,Incident,INC001050,ST008,20251019,8,20,29,,N
RT001051,Incident,INC001051,ST013,20251019,13,21,29,1664,N
RT001052,Incident,INC001052,ST001,20251020,25,50,70,68,Y
RT001053,Incident,INC001053,ST009,20251020,1,1,1,,N
RT001054,Incident,INC001054,ST008,20251020,6,7,15,1092,Y
RT001055,Incident,INC001055,ST009,20251021,11,16,30,1129,Y
RT001056,Incident,INC001056,ST013,20251021,3,3,5,409,N
RT001057,Incident,INC001057,ST006,20251021,4,9,11,,Y
RT001058,Incident,INC001058,ST015,20251022,2,2,5,277,N
RT001059,Incident,INC001059,ST007,20251022,13,22,33,1657,N
RT001060,Incident,INC001060,ST008,20251022,24,53,84,70,Y
RT001061,Incident,INC001061,ST003,20251022,3,7,11,53,N
RT001062,Incident,INC001062,ST014,20251022,9,22,26,823,Y
RT001063,Incident,INC001063,ST009,20251023,11,14,30,,Y
RT001064,Incident,INC001064,ST001,20251023,17,30,58,132,Y
RT001065,Incident,INC001065,ST003,20251023,1,2,2,1428,N
RT001066,Incident,INC001066,ST005,20251023,6,11,14,184,Y
RT001067,Incident,INC001067,ST013,20251023,11,20,26,1176,Y
RT001068,Incident,INC001068,ST003,20251023,6,13,20,260,Y
RT001069,Incident,INC001069,ST002,20251023,9,20,31,20,Y
RT001070,Incident,INC001070,ST002,20251023,4,3,7,234,Y
RT001071,Incident,INC001071,ST006,20251024,5,8,13,243,Y
RT001072,Incident,INC001072,ST007,20251024,1,2,3,,N
RT001073,Incident,INC001073,ST012,20251024,18,30,50,,Y
RT001074,Incident,INC001074,ST002,20251024,12,21,32,,Y
RT001075,Incident,INC001075,ST015,20251024,4,5,9,293,Y
RT001076,Incident,INC001076,ST007,20251024,9,13,18,304,N
RT001077,Incident,INC001077,ST002,20251024,16,30,47,1405,Y
RT001078,Incident,INC001078,ST003,20251024,1,3,4,3056,N
RT001079,Incident,INC001079,ST013,20251025,3,4,7,84,N
RT001080,Incident,INC001080,ST009,20251025,1,1,1,2053,N
RT001081,Incident,INC001081,ST003,20251026,5,5,9,224,N
RT001082,Incident,INC001082,ST015,20251027,29,43,57,384,Y
RT001083,Incident,INC001083,ST009,20251028,33,36,72,810,Y
RT001084,Incident,INC001084,ST007,20251028,6,9,18,2754,N
RT001085,Incident,INC001085,ST015,20251028,9,8,18,,Y
RT001086,Incident,INC001086,ST009,20251029,10,16,21,,Y
RT001087,Incident,INC001087,ST004,20251029,5,8,11,460,N
RT001088,Incident,INC001088,ST007,20251029,4,6,8,315,N
RT001089,Incident,INC001089,ST009,20251029,13,26,48,591,Y
RT001090,Incident,INC001090,ST002,20251029,19,21,37,1177,Y
RT001091,Incident,INC001091,ST008,20251029,1,1,2,,N
RT001092,Incident,INC001092,ST006,20251029,13,14,27,737,Y
RT001093,Incident,INC001093,ST004,20251029,13,24,37,2293,Y
RT001094,Incident,INC001094,ST010,20251029,3,4,6,184,Y
RT001095,Incident,INC001095,ST014,20251030,6,8,18,,Y
RT001096,Incident,INC001096,ST001,20251030,37,54,80,36,Y
RT001097,Incident,INC001097,ST015,20251030,15,20,30,,Y
RT001098,Incident,INC001098,ST013,20251030,1,1,1,557,N
RT001099,Incident,INC001099,ST007,20251031,6,10,16,1667,N
RT001100,Incident,INC001100,ST004,20251031,5,14,19,1063,Y
RT001101,Incident,INC001101,ST013,20251031,5,6,10,,N
RT001102,Incident,INC001102,ST005,20251031,1,1,1,,N
RT001103,Incident,INC001103,ST004,20251031,8,14,28,,Y
RT001104,Incident,INC001104,ST007,20251101,1,1,1,92,N
RT001105,Incident,INC001105,ST004,20251101,38,56,76,,Y
RT001106,Incident,INC001106,ST004,20251102,1,2,2,1624,N
RT001107,Incident,INC001107,ST014,20251103,27,42,76,167,Y
RT001108,Incident,INC001108,ST010,20251103,2,3,4,158,N
RT001109,Incident,INC001109,ST003,20251103,3,3,6,258,N
RT001110,Incident,INC001110,ST013,20251103,9,14,23,,N
RT001111,Incident,INC001111,ST003,20251103,1,1,1,58,N
RT001112,Incident,INC001112,ST003,20251103,11,12,27,1774,Y
RT001113,Incident,INC001113,ST013,20251104,1,1,1,141,N
RT001114,Incident,INC001114,ST010,20251104,3,7,9,3926,N
RT001115,Incident,INC001115,ST010,20251104,4,6,10,496,N
RT001116,Incident,INC001116,ST016,20251105,13,21,26,1711,Y
RT001117,Incident,INC001117,ST002,20251106,3,6,8,,Y
RT001118,Incident,INC001118,ST004,20251106,11,18,36,860,Y
RT001119,Incident,INC001119,ST015,20251106,8,17,21,20,N
RT001120,Incident,INC001120,ST001,20251106,7,10,16,20,Y
RT001121,Incident,INC001121,ST014,20251106,8,18,23,174,N
RT001122,Incident,INC001122,ST014,20251106,1,1,1,1473,N
RT001123,Incident,INC001123,ST002,20251107,42,49,81,,Y
RT001124,Incident,INC001124,ST003,20251107,12,17,29,648,Y
RT001125,Incident,INC001125,ST010,20251107,23,46,62,2072,Y
RT001126,Incident,INC001126,ST015,20251107,17,19,31,495,Y
RT001127,Incident,INC001127,ST012,20251107,5,10,13,72,N
RT001128,Incident,INC001128,ST001,20251107,9,14,19,1092,N
RT001129,Incident,INC001129,ST002,20251108,3,8,10,396,N
RT001130,Incident,INC001130,ST012,20251108,4,9,11,,N
RT001131,Incident,INC001131,ST002,20251108,41,49,76,,Y
RT001132,Incident,INC001132,ST007,20251108,2,5,7,103,N
RT001133,Incident,INC001133,ST005,20251109,2,2,4,216,N
RT001134,Incident,INC001134,ST012,20251110,19,24,38,1972,Y
RT001135,Incident,INC001135,ST012,20251110,8,8,16,369,Y
RT001136,Incident,INC001136,ST006,20251110,22,29,57,429,Y
RT001137,Incident,INC001137,ST005,20251110,6,9,15,1883,N
RT001138,Incident,INC001138,ST012,20251110,5,11,15,813,Y
RT001139,Incident,INC001139,ST014,20251110,3,4,8,,Y
RT001140,Incident,INC001140,ST003,20251111,29,61,84,291,Y
RT001141,Incident,INC001141,ST001,20251111,5,5,11,179,N
RT001142,Incident,INC001142,ST013,20251111,2,5,8,57,N
RT001143,Incident,INC001143,ST006,20251112,34,69,122,573,Y
RT001144,Incident,INC001144,ST008,20251112,1,1,1,198,N
RT001145,Incident,INC001145,ST004,20251112,3,4,7,1735,N
RT001146,Incident,INC001146,ST008,20251112,1,1,2,72,N
RT001147,Incident,INC001147,ST016,20251113,12,15,29,726,Y
RT001148,Incident,INC001148,ST009,20251113,5,6,11,227,N
RT001149,Incident,INC001149,ST006,20251113,5,8,11,420,N
RT001150,Incident,INC001150,ST001,20251113,1,1,1,999,N
RT001151,Incident,INC001151,ST008,20251114,4,8,10,196,N
RT001152,Incident,INC001152,ST011,20251114,16,32,43,1465,Y
RT001153,Incident,INC001153,ST001,20251114,28,31,52,402,Y
RT001154,Incident,INC001154,ST013,20251114,12,12,24,352,Y
RT001155,Incident,INC001155,ST016,20251114,1,2,5,200,N
RT001156,Incident,INC001156,ST008,20251114,8,11,24,364,Y
RT001157,Incident,INC001157,ST004,20251115,7,9,14,345,N
RT001158,Incident,INC001158,ST001,20251115,2,5,8,3341,N
RT001159,Incident,INC001159,ST013,20251115,6,7,14,1143,N
RT001160,Incident,INC001160,ST002,20251115,38,56,87,185,Y
RT001161,Incident,INC001161,ST015,20251115,15,32,49,1874,Y
RT001162,Incident,INC001162,ST001,20251116,10,31,37,729,Y
RT001163,Incident,INC001163,ST002,20251116,7,18,24,1148,Y
RT001164,Incident,INC001164,ST015,20251117,5,5,10,159,N
RT001165,Incident,INC001165,ST003,20251117,25,29,48,910,Y
RT001166,Incident,INC001166,ST008,20251117,3,5,7,436,N
RT001167,Incident,INC001167,ST015,20251117,7,10,14,90,N
RT001168,Incident,INC001168,ST011,20251117,1,1,2,887,N
RT001169,Incident,INC001169,ST003,20251117,10,26,32,394,Y
RT001170,Incident,INC001170,ST006,20251117,10,18,22,350,Y
RT001171,Incident,INC001171,ST008,20251118,19,40,53,1470,Y
RT001172,Incident,INC001172,ST002,20251118,1,1,1,867,N
RT001173,Incident,INC001173,ST015,20251118,2,3,5,,N
RT001174,Incident,INC001174,ST003,20251118,7,10,14,107,Y
RT001175,Incident,INC001175,ST002,20251119,14,24,29,,Y
RT001176,Incident,INC001176,ST005,20251119,16,24,32,489,Y
RT001177,Incident,INC001177,ST006,20251119,2,3,5,20,N
RT001178,Incident,INC001178,ST005,20251119,6,9,16,1371,Y
RT001179,Incident,INC001179,ST010,20251120,1,1,2,843,N
RT001180,Incident,INC001180,ST001,20251120,1,3,5,412,N
RT001181,Incident,INC001181,ST008,20251120,3,4,8,3104,N
RT001182,Incident,INC001182,ST001,20251120,13,20,26,1124,Y
RT001183,Incident,INC001183,ST001,20251121,3,8,11,,Y
RT001184,Incident,INC001184,ST006,20251121,12,23,40,364,Y
RT001185,Incident,INC001185,ST013,20251121,2,3,5,3883,N
RT001186,Incident,INC001186,ST013,20251121,9,12,16,162,Y
RT001187,Incident,INC001187,ST008,20251122,23,29,53,20,Y
RT001188,Incident,INC001188,ST009,20251123,5,9,11,355,N
RT001189,Incident,INC001189,ST012,20251123,14,26,40,1033,Y
RT001190,Incident,INC001190,ST008,20251123,5,6,12,59,Y
RT001191,Incident,INC001191,ST013,20251123,5,7,10,254,N
RT001192,Incident,INC001192,ST002,20251123,10,16,20,1766,N
RT001193,Incident,INC001193,ST004,20251124,10,15,28,1435,N
RT001194,Incident,INC001194,ST014,20251124,5,6,10,358,Y
RT001195,Incident,INC001195,ST015,20251124,13,21,34,2176,Y
RT001196,Incident,INC001196,ST009,20251124,3,4,7,223,N
RT001197,Incident,INC001197,ST016,20251124,4,5,8,20,N
RT001198,Incident,INC001198,ST003,20251124,11,17,23,,N
RT001199,Incident,INC001199,ST013,20251125,3,4,8,105,N
RT001200,Incident,INC001200,ST010,20251126,4,5,10,1405,N
RT001201,Incident,INC001201,ST013,20251127,2,2,4,,N
RT001202,Incident,INC001202,ST004,20251127,1,1,1,1864,N
RT001203,Incident,INC001203,ST001,20251127,1,1,1,542,N
RT001204,Incident,INC001204,ST004,20251127,1,1,1,165,N
RT001205,Incident,INC001205,ST013,20251127,3,5,9,849,N
RT001206,Incident,INC001206,ST015,20251127,14,20,26,1066,N
RT001207,Incident,INC001207,ST013,20251127,2,6,8,468,N
RT001208,Incident,INC001208,ST016,20251127,3,6,7,955,N
RT001209,Incident,INC001209,ST007,20251127,11,16,22,520,Y
RT001210,Incident,INC001210,ST007,20251127,1,1,1,20,N
RT001211,Incident,INC001211,ST007,20251128,14,25,36,552,Y
RT001212,Incident,INC001212,ST013,20251128,1,3,4,1274,N
RT001213,Incident,INC001213,ST001,20251128,4,6,8,114,Y
RT001214,Incident,INC001214,ST001,20251128,7,17,25,20,Y
RT001215,Incident,INC001215,ST002,20251129,10,18,22,700,Y
RT001216,Incident,INC001216,ST010,20251130,13,19,29,532,Y
RT001217,Incident,INC001217,ST010,20251201,2,4,7,130,Y
RT001218,Incident,INC001218,ST001,20251201,18,39,66,,Y
RT001219,Incident,INC001219,ST006,20251201,6,15,20,379,Y
RT001220,Incident,INC001220,ST009,20251201,2,6,7,923,N
RT001221,Incident,INC001221,ST003,20251202,8,11,18,393,Y
RT001222,Incident,INC001222,ST004,20251202,7,14,22,1402,N
RT001223,Incident,INC001223,ST016,20251202,3,8,12,275,N
RT001224,Incident,INC001224,ST006,20251202,4,7,12,,Y
RT001225,Incident,INC001225,ST002,20251203,13,20,31,385,Y
RT001226,Incident,INC001226,ST016,20251203,16,24,29,1455,Y
RT001227,Incident,INC001227,ST015,20251203,9,19,23,1077,Y
RT001228,Incident,INC001228,ST002,20251203,16,22,37,1090,Y
RT001229,Incident,INC001229,ST008,20251203,20,21,40,567,Y
RT001230,Incident,INC001230,ST006,20251203,2,3,6,270,N
RT001231,Incident,INC001231,ST009,20251204,8,14,26,20,Y
RT001232,Incident,INC001232,ST007,20251204,20,35,42,690,Y
RT001233,Incident,INC001233,ST015,20251204,1,4,5,139,N
RT001234,Incident,INC001234,ST011,20251204,4,8,10,197,Y
RT001235,Incident,INC001235,ST016,20251204,8,8,16,529,N
RT001236,Incident,INC001236,ST007,20251204,5,14,17,,Y
RT001237,Incident,INC001237,ST001,20251204,1,1,1,226,N
RT001238,Incident,INC001238,ST006,20251205,3,4,6,344,N
RT001239,Incident,INC001239,ST006,20251206,23,30,43,512,Y
RT001240,Incident,INC001240,ST009,20251207,2,5,6,,N
RT001241,Incident,INC001241,ST011,20251207,17,25,45,1721,N
RT001242,Incident,INC001242,ST001,20251207,19,47,57,63,Y
RT001243,Incident,INC001243,ST001,20251207,9,9,19,,N
RT001244,Incident,INC001244,ST007,20251207,13,16,26,20,Y
RT001245,Incident,INC001245,ST006,20251207,23,35,46,375,Y
RT001246,Incident,INC001246,ST001,20251208,6,10,20,20,Y
RT001247,Incident,INC001247,ST005,20251208,3,5,7,,N
RT001248,Incident,INC001248,ST008,20251208,8,15,18,303,Y
RT001249,Incident,INC001249,ST001,20251208,10,9,19,153,Y
RT001250,Incident,INC001250,ST001,20251208,3,5,7,170,Y
RT001251,Incident,INC001251,ST008,20251208,10,15,20,860,N
RT001252,Incident,INC001252,ST009,20251208,1,3,4,,N
RT001253,Incident,INC001253,ST003,20251209,4,5,8,113,N
RT001254,Incident,INC001254,ST007,20251210,2,4,6,498,N
RT001255,Incident,INC001255,ST008,20251210,14,14,26,20,Y
RT001256,Incident,INC001256,ST001,20251210,2,4,7,676,N
RT001257,Incident,INC001257,ST010,20251211,23,27,52,,Y
RT001258,Incident,INC001258,ST005,20251211,5,5,11,319,N
RT001259,Incident,INC001259,ST008,20251211,11,15,20,332,N
RT001260,Incident,INC001260,ST008,20251212,5,8,15,330,Y
RT001261,Incident,INC001261,ST008,20251212,9,11,22,1281,N
RT001262,Incident,INC001262,ST013,20251212,7,13,17,,N
RT001263,Incident,INC001263,ST010,20251212,12,24,29,1518,Y
RT001264,Incident,INC001264,ST006,20251212,5,12,15,,Y
RT001265,Incident,INC001265,ST006,20251212,1,2,2,447,N
RT001266,Incident,INC001266,ST004,20251212,6,6,12,,N
RT001267,Incident,INC001267,ST002,20251212,1,1,1,885,N
RT001268,Incident,INC001268,ST014,20251212,3,7,10,1038,N
RT001269,Incident,INC001269,ST005,20251212,3,7,10,752,N
RT001270,Incident,INC001270,ST014,20251213,16,43,52,2007,Y
RT001271,Incident,INC001271,ST004,20251213,18,33,57,1795,Y
RT001272,Incident,INC001272,ST014,20251213,15,16,28,1016,Y
RT001273,Incident,INC001273,ST009,20251213,7,9,19,336,Y
RT001274,Incident,INC001274,ST005,20251214,9,14,25,520,Y
RT001275,Incident,INC001275,ST004,20251215,7,12,18,20,Y
RT001276,Incident,INC001276,ST012,20251215,2,2,4,335,N
RT001277,Incident,INC001277,ST008,20251215,1,2,3,1317,N
RT001278,Incident,INC001278,ST009,20251215,4,5,8,,N
RT001279,Incident,INC001279,ST001,20251215,34,68,97,1812,Y
RT001280,Incident,INC001280,ST013,20251215,8,8,15,176,Y
